Time (ms),2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP1-10uW_T0s_1_correlation-CH2_2,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP1-10uW_T0s_1_correlation-CH2_2 fitted model: ,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP2-10uW_T25s_1_correlation-CH2_2,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP2-10uW_T25s_1_correlation-CH2_2 fitted model: ,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP3-10uW_T47s_1_correlation-CH2_2,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP3-10uW_T47s_1_correlation-CH2_2 fitted model: ,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP4-10uW_T69s_1_correlation-CH2_2,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP4-10uW_T69s_1_correlation-CH2_2 fitted model: ,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP5-10uW_T91s_1_correlation-CH2_2,2022-02-19_multipletau_CH2_BIN0dot001_us_eGFP5-10uW_T91s_1_correlation-CH2_2 fitted model: ,
0.001,0.05039101365626414,0.048592266431238595,0.05036595639715553,0.04862517166114836,0.049773409832791625,0.048592266431238595,0.051396173572618054,0.04927210008423623,0.05108560199317399,0.048592266431238595,
0.002,0.05144406045285649,0.0482009150071463,0.05125250059893629,0.04824816271666797,0.05042256902612,0.0482009150071463,0.05177689074599229,0.048887313178229204,0.0508930738035489,0.0482009150071463,
0.003,0.05036240253154265,0.047815810936226506,0.050525006130942386,0.04787693186951262,0.04918569376758396,0.047815810936226506,0.0509074465586629,0.04850847384069615,0.04979881952031269,0.047815810936226506,
0.004,0.04881764672421872,0.04743680589377419,0.04947432392703591,0.047511347371746365,0.04831132486915517,0.04743680589377419,0.04897508187110647,0.04813544531254572,0.048978518464570193,0.04743680589377419,
0.005,0.04727390189537051,0.04706375621349386,0.0485142101889408,0.047151281450502396,0.04794586677653584,0.04706375621349386,0.04814679587209343,0.04776809499558527,0.047906566027000774,0.04706375621349386,
0.006,0.048028057824558545,0.04669652270604216,0.046519056108796024,0.04679661015918678,0.04703755036603575,0.04669652270604216,0.04853430443178944,0.047406294295471274,0.04747383829244033,0.04669652270604216,
0.007,0.04699442998904354,0.046334970485986594,0.04674892852224948,0.04644721323531648,0.04578284990944949,0.046334970485986594,0.04724384847938072,0.04704991847171957,0.0461897147889379,0.046334970485986594,
0.008,0.046445741497403145,0.045978968806728866,0.04543633698087415,0.04610297396464875,0.04591028022123605,0.045978968806728866,0.04689527076921904,0.04669884649440816,0.045792449420690294,0.045978968806728866,
0.009000000000000001,0.04546317515416667,0.045628390902968066,0.04546118062263517,0.04576377905127975,0.04552669667265124,0.045628390902968066,0.04606211983991589,0.04635296090722663,0.04591124531602055,0.045628390902968066,
0.01,0.04503733866754266,0.04528311384030516,0.04487893518170304,0.04542951849340847,0.04506089815998427,0.04528311384030516,0.04571394889746173,0.04601214769654656,0.04581083812797558,0.04528311384030516,
0.011,0.04456134992775248,0.04494301837161387,0.04481051116483378,0.04510008546447984,0.04331781493013352,0.04494301837161387,0.044969602709261654,0.045676296166206554,0.04463591377859418,0.04494301837161387,
0.012,0.04444036950128984,0.044607988799825415,0.0441672868095286,0.04477537619943722,0.04424656478079148,0.044607988799825415,0.043996248641199526,0.045345298817722875,0.04467193082155431,0.044607988799825415,
0.013000000000000001,0.043965895732205156,0.04427791284679548,0.043639722202551176,0.0444552898858299,0.04398595289969345,0.04427791284679548,0.04402813341754983,0.04501905123565331,0.043904270038074344,0.04427791284679548,
0.014,0.04319516092211089,0.043952681527941136,0.04301629079791519,0.044139728559535504,0.04359716164283481,0.043952681527941136,0.04519937623349021,0.04469745197785758,0.043681100494754814,0.043952681527941136,
0.015,0.044381980452209015,0.04363218903235368,0.04257769519723806,0.04382859700487077,0.04262365344864398,0.04363218903235368,0.04345921806597705,0.0443804024704121,0.043151228006760196,0.04363218903235368,
0.016,0.042947134184232766,0.04331633260811037,0.04348543227480441,0.04352180265887664,0.04252927374707728,0.04331633260811037,0.04319863528904002,0.044067806906950044,0.04288536367254584,0.04331633260811037,
0.018000000000000002,0.042323572365931476,0.042698131607083516,0.04165287250470735,0.04292086805801112,0.040856940841664725,0.042698131607083516,0.04287241401213861,0.043455607649597806,0.04226161334964999,0.042698131607083516,
0.02,0.041159659454810184,0.0420973136341206,0.04180342450441272,0.04233623391463049,0.04073237087826535,0.0420973136341206,0.0422945787201117,0.04286013953950659,0.04136571696136886,0.0420973136341206,
0.022,0.04068463344384512,0.041513156186223636,0.040903840667109434,0.04176724633624527,0.040720057736014885,0.041513156186223636,0.04139781328985021,0.04228072641853248,0.04059218083871159,0.041513156186223636,
0.024,0.04031466360308027,0.040944976252025506,0.03970576004879038,0.04121328594244898,0.03944638146696804,0.040944976252025506,0.04080558037330602,0.0417167280775044,0.0402719186666689,0.040944976252025506,
0.026000000000000002,0.039702930989618274,0.04039212764992746,0.039859710693589574,0.04067376561766218,0.03954572434210679,0.04039212764992746,0.03966683262311395,0.04116753789846334,0.03986475914883482,0.04039212764992746,
0.028,0.03907178502898949,0.03985399857867453,0.03935189062832338,0.04014812843721516,0.03960861621727062,0.03985399857867453,0.03945729337795568,0.04063258068006292,0.03882108645074891,0.03985399857867453,
0.03,0.038326785777496354,0.03933000936084844,0.03846840052905934,0.03963584575136904,0.03814607521665843,0.03933000936084844,0.038758008205548256,0.04011131062974372,0.0388834758777533,0.03933000936084844,
0.032,0.03795196210807051,0.038819610361781165,0.03837493674209419,0.03913641541341844,0.03740374118539279,0.038819610361781165,0.03903091572270314,0.03960320950794748,0.03772959822551171,0.038819610361781165,
0.036000000000000004,0.03722147499322328,0.03783752331236256,0.03695133717432644,0.03817422598808529,0.03655421075987537,0.03783752331236256,0.037548864135449035,0.03862456868145341,0.03728944096415761,0.03783752331236256,
0.04,0.035694619513583506,0.036903871735356836,0.03605870319787731,0.03725801364477996,0.036127621417262286,0.036903871735356836,0.03690736761682229,0.03769300118286545,0.036551119089298326,0.036903871735356836,
0.044,0.03563203904632333,0.03601516172514452,0.0352859775245984,0.03638456259461068,0.03511305942508986,0.03601516172514452,0.035949985136014544,0.03680519323433713,0.03586227363223778,0.03601516172514452,
0.048,0.03497991345244436,0.03516822751827231,0.034503254940938706,0.035550950102434954,0.03448914349673781,0.03516822751827231,0.03517223988035388,0.035958134951495184,0.03472487398542208,0.03516822751827231,
0.052000000000000005,0.03437222864825372,0.03436019385402973,0.033792557257907294,0.03475451384814453,0.03365288019447279,0.03436019385402973,0.034472959743245365,0.03514908628818065,0.034085805339986425,0.03436019385402973,
0.056,0.033531425748539914,0.03358844339973506,0.03343073887404409,0.03399282355504555,0.03320000302350538,0.03358844339973506,0.03338353235610932,0.034375547460405845,0.03286125610072099,0.03358844339973506,
0.06,0.033049981261193455,0.032850588463086854,0.032766524578886944,0.03326365624836699,0.03256221716566407,0.032850588463086854,0.03281016018370317,0.03363523317693941,0.0324912186127651,0.032850588463086854,
0.064,0.0323651449314493,0.03214444634746604,0.031846148392245005,0.03256497461332721,0.03138262218904303,0.03214444634746604,0.032296498073029714,0.03292605011692909,0.031683175002109626,0.03214444634746604,
0.07200000000000001,0.030766704050634707,0.0308194682052259,0.030843756316431978,0.03125173576538245,0.030354645195349403,0.0308194682052259,0.03122643927794644,0.03159354816606306,0.030924864955950628,0.0308194682052259,
0.08,0.029589726771099684,0.029599392428980954,0.02965530233771519,0.03003985483571146,0.02972447474237968,0.029599392428980954,0.030005737246159882,0.030364441315106506,0.029785659965191835,0.029599392428980954,
0.088,0.02892552093714851,0.028472249884342205,0.02909563141055344,0.0289180468174257,0.02859422828088039,0.028472249884342205,0.02927211770811896,0.029227158502498126,0.02874638741310015,0.028472249884342205,
0.096,0.02779978302785903,0.0274278254775951,0.02815908943904737,0.02787664192326087,0.027666789539682837,0.0274278254775951,0.028438006713261826,0.028171793044295866,0.02794434912310257,0.0274278254775951,
