Time (ms),2022-04-25_multipletau_0cd20_0dot2-0dot1_0374_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot2-0dot1_0374_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot2-0dot1_0322_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot2-0dot1_0322_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot2-0dot1_0302_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot2-0dot1_0302_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot2-0dot1_0300_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot2-0dot1_0300_correlation-CH1_1 fitted model: ,
1.0,0.3779448866844177, ,0.1274247169494629, ,0.15514084696769714, ,0.10063735395669937, ,
2.0,0.37402305006980896, ,0.12421660870313644, ,0.15172545611858368, ,0.09888272732496262, ,
3.0,0.3696973919868469, ,0.12112654745578766, ,0.14858177304267883, ,0.0972241759300232, ,
4.0,0.3653566539287567, ,0.11783088743686676, ,0.14560790359973907, ,0.09562519192695618, ,
5.0,0.3614879846572876, ,0.11481395363807678, ,0.14285865426063538, ,0.09419023990631104, ,
6.0,0.35738256573677063, ,0.11200243979692459, ,0.1403566598892212, ,0.09294039756059647, ,
7.0,0.35318925976753235, ,0.10937541723251343, ,0.13801763951778412, ,0.09182470291852951, ,
8.0,0.34911635518074036, ,0.10707645863294601, ,0.13623236119747162, ,0.0907987505197525, ,
9.0,0.34542474150657654, ,0.10472383350133896, ,0.134537935256958, ,0.08974561095237732, ,
10.0,0.34185829758644104, ,0.10280531644821167, ,0.13269759714603424, ,0.08859936892986298, ,
11.0,0.33879706263542175, ,0.100882388651371, ,0.13057227432727814, ,0.0875004455447197, ,
12.0,0.33624687790870667, ,0.09901849180459976, ,0.12864556908607483, ,0.08647704124450684, ,
13.0,0.3338542878627777, ,0.09746397286653519, ,0.1268450915813446, ,0.08561812341213226, ,
14.0,0.33215951919555664, ,0.09601709991693497, ,0.12476757168769836, ,0.08478722721338272, ,
15.0,0.33033496141433716, ,0.0949413999915123, ,0.12300815433263779, ,0.08396929502487183, ,
16.0,0.32889044284820557, ,0.09377283602952957, ,0.12153328210115433, ,0.08314239978790283, ,
18.0,0.3265219032764435, ,0.0914662629365921, ,0.11884662508964539, ,0.08135940879583359, ,
20.0,0.3237127363681793, ,0.0892624706029892, ,0.1156373992562294, ,0.07934367656707764, ,
22.0,0.3199773132801056, ,0.08731906861066818, ,0.11246214807033539, ,0.07732214033603668, ,
24.0,0.31521037220954895, ,0.08552422374486923, ,0.10958246886730194, ,0.07555549591779709, ,
26.0,0.3096860945224762, ,0.08372876793146133, ,0.10641005635261536, ,0.07380109280347824, ,
28.0,0.30357545614242554, ,0.08201376348733902, ,0.10423515737056732, ,0.07206544280052185, ,
30.0,0.2964518666267395, ,0.08005936443805695, ,0.10198492556810379, ,0.07066843658685684, ,
32.0,0.2898360788822174, ,0.07788924872875214, ,0.0996413454413414, ,0.0695093497633934, ,
36.0,0.2775056064128876, ,0.07433990389108658, ,0.09402742236852646, ,0.06666374206542969, ,
40.0,0.2651154696941376, ,0.07075927406549454, ,0.08754082769155502, ,0.06391900777816772, ,
44.0,0.25324463844299316, ,0.06645728647708893, ,0.0831666812300682, ,0.06174832955002785, ,
48.0,0.2408987432718277, ,0.06333430856466293, ,0.07952647656202316, ,0.0598689429461956, ,
52.0,0.229058638215065, ,0.06085105240345001, ,0.0763842761516571, ,0.05857931822538376, ,
56.0,0.21842890977859497, ,0.05821516737341881, ,0.0733502134680748, ,0.057416826486587524, ,
60.0,0.21008211374282837, ,0.05552804470062256, ,0.06978879123926163, ,0.056472163647413254, ,
64.0,0.2010168880224228, ,0.0529622845351696, ,0.06651704758405685, ,0.055315300822257996, ,
72.0,0.17619015276432037, ,0.048430800437927246, ,0.060829803347587585, ,0.05321638286113739, ,
80.0,0.15009096264839172, ,0.044203709810972214, ,0.055737171322107315, ,0.0514981709420681, ,
88.0,0.1308251917362213, ,0.039755258709192276, ,0.051460810005664825, ,0.049942679703235626, ,
96.0,0.10898393392562866, ,0.03539036959409714, ,0.049599967896938324, ,0.0487951785326004, ,
104.0,0.0850381851196289, ,0.03322221338748932, ,0.04637964442372322, ,0.047820430248975754, ,
112.0,0.06821759790182114, ,0.030555948615074158, ,0.04205961525440216, ,0.04701906442642212, ,
120.0,0.053028400987386703, ,0.02620851993560791, ,0.037121519446372986, ,0.04615581035614014, ,
128.0,0.037850990891456604, ,0.02251594513654709, ,0.03228852525353432, ,0.04566264897584915, ,
144.0,0.01960909552872181, ,0.016362346708774567, ,0.018085956573486328, ,0.044386886060237885, ,
160.0,0.01021351758390665, ,0.008014610037207603, ,0.011207346804440022, ,0.04286608099937439, ,
176.0,0.003783169202506542, ,0.0037134906742721796, ,0.005297265946865082, ,0.04299559071660042, ,
192.0,-0.0029621445573866367, ,0.0018695287872105837, ,0.0005592498346231878, ,0.043573759496212006, ,
208.0,-0.0077800569124519825, ,0.0009147622040472925, ,-0.0028651016764342785, ,0.04253073409199715, ,
224.0,-0.011081564240157604, ,0.002034702803939581, ,-0.0038273613899946213, ,0.04092210903763771, ,
240.0,-0.012645269744098186, ,0.00323690939694643, ,-0.005333831533789635, ,0.038246165961027145, ,
256.0,-0.013555753044784069, ,0.005592506378889084, ,-0.004847733303904533, ,0.03490016236901283, ,
288.0,-0.008474336005747318, ,0.008591034449636936, ,-1.8685417671804316e-05, ,0.02869691699743271, ,
320.0,-0.00020973612845409662, ,0.011888557113707066, ,-0.0011716195149347186, ,0.025051068514585495, ,
352.0,0.007714017294347286, ,0.019551308825612068, ,-0.0020236559212207794, ,0.021831097081303596, ,
384.0,0.011334389448165894, ,0.024478349834680557, ,-0.0014181211590766907, ,0.02011096477508545, ,
416.0,0.011553562246263027, ,0.026583043858408928, ,-0.0011961221462115645, ,0.01951483264565468, ,
448.0,0.012494790367782116, ,0.026086973026394844, ,-0.0024485609028488398, ,0.017878524959087372, ,
480.0,0.010285528376698494, ,0.028192071244120598, ,-0.003432575147598982, ,0.015358906239271164, ,
512.0,0.010041143745183945, ,0.02605465054512024, ,-0.005653364583849907, ,0.014203430153429508, ,
576.0,0.01020710077136755, ,0.013960079289972782, ,-0.0010962483938783407, ,0.014785206876695156, ,
640.0,0.01292291097342968,0.41413257605961107,0.011622975580394268,0.1274120352276573,-0.0003144988731946796,0.16121950340333072,0.017963774502277374,0.10248614128427873,
704.0,0.016508813947439194,0.4058829029883654,0.0057695177383720875,0.12447237375698597,0.0014812785666435957,0.15755582446009145,0.012311468832194805,0.1001905578993703,
768.0,0.015933454036712646,0.3979298833620761,0.00030224709189496934,0.1216606941471911,-0.0029296523425728083,0.15404390854840205,0.008279027417302132,0.09810043880729823,
832.0,0.01392070110887289,0.39025779856882753,-0.002712142188102007,0.1189688166784531,-0.00045086853788234293,0.1506745171422389,0.008302113972604275,0.09618639419038348,
896.0,0.01218653004616499,0.3828520212211886,0.001162156811915338,0.11638924414560711,0.004476694390177727,0.1474391466588565,0.005539447069168091,0.09442442871789136,
960.0,-0.00391616765409708,0.37569892207731403,-0.0038549997843801975,0.11391509212658385,0.0024671319406479597,0.1443299568011496,0.004747180733829737,0.0927947574160041,
1024.0,-0.021892709657549858,0.36878578632953435,-0.0016581335803493857,0.11154002762890607,-0.00021697371266782284,0.14133970712367433,0.0016296579269692302,0.09128092034540536,
1152.0,-0.017519772052764893,0.36210073817870925,-0.0021826396696269512,0.10925821496292705,-9.71204717643559e-05,0.13846170074192438,-0.0034833380486816168,0.0898691116673477,
1280.0,-0.006746892351657152,0.35563267275305854,-0.015402618795633316,0.10706426786783392,-0.010777189396321774,0.13568973426368833,-0.006946015637367964,0.08854766487890764,
1408.0,-0.010690041817724705,0.34937119455044297,-0.011432310566306114,0.10495320706362161,-0.002586692338809371,0.13301805315461987,-0.014484958723187447,0.0873066533919555,
1536.0,-0.014048395678400993,0.34330656168631035,-0.012008479796350002,0.10292042252487309,0.005526410415768623,0.13044131186214358,-0.020100153982639313,0.08613757738843363,
1664.0,-0.018480485305190086,0.33742963531838926,-0.022538810968399048,0.10096163987471722,0.011732451617717743,0.1279545381162106,-0.02166060544550419,0.0850331159652696,
1792.0,-0.028494421392679214,0.33173183369588527,-0.02096092328429222,0.09907289038337912,0.009652171283960342,0.12555310090523808,-0.016942624002695084,0.08398692922060885,
1920.0,-0.024862613528966904,0.32620509034725553,-0.020139962434768677,0.09725048412817583,-0.004945645108819008,0.1232326816932641,-0.01078093983232975,0.08299349892260578,
2048.0,-0.012405523099005222,0.320841815978126,-0.011967500671744347,0.0954909859330015,-0.01251011248677969,0.1209892485019427,-0.013154552318155766,0.08204799926163057,
2304.0,-0.014620406553149223,0.3156348637008654,0.0038222491275519133,0.09379119375718824,-0.00016835046699270606,0.11881903253013754,-0.01669628731906414,0.08114619126116417,
2560.0,-0.013329736888408661,0.3056633619621972,-0.004321127664297819,0.09055897020609226,-0.0053208693861961365,0.11468436816172375,-0.008606410585343838,0.07945912248093408,
2816.0,-0.010116349905729294,0.29624111617085286,0.029394064098596573,0.08753216700817225,-0.009621071629226208,0.11080304722107415,-0.005584646016359329,0.07790716946181071,
3072.0,-0.004037527367472649,0.2873239610511379,0.005869623739272356,0.0846918043912871,0.003445360343903303,0.1071524771839832,-0.0009824922308325768,0.07647036577333857,
3328.0,0.016706006601452827,0.2788723427899669,0.02056809328496456,0.08202117089939005,-0.0012740360107272863,0.10371267430352657,0.009442559443414211,0.07513263791902616,
3584.0,0.027605663985013962,0.27085073247299657,0.01374287623912096,0.07950549435884836,-0.00598251773044467,0.1004658976280588,0.011175235733389854,0.0738808960623931,
3840.0,0.010397885926067829,0.2632271268305943,0.0027390646282583475,0.07713166850412799,-0.004947842098772526,0.09739634294947516,0.014352415688335896,0.07270436840376926,
4096.0,0.0024280778598040342, ,-0.005617402959614992, ,0.009683819487690926, ,0.01668916828930378, ,
4608.0,-0.008628741838037968, ,-0.013903653249144554, ,-0.006070759147405624, ,0.009283911436796188, ,
5120.0,0.00312204216606915, ,-0.014169774018228054, ,-0.01442272961139679, ,-0.004695982206612825, ,
5632.0,-0.00011639765580184758, ,0.001425946713425219, ,-0.008287488482892513, ,-0.01055486686527729, ,
6144.0,-0.012492170557379723, ,0.0076316120103001595, ,0.009474758058786392, ,-0.01983913965523243, ,
6656.0,-0.006896359845995903, ,0.010518589988350868, ,-0.012120903469622135, ,-0.0028452149126678705, ,
7168.0,0.0032913906034082174, ,0.002979835495352745, ,0.017302464693784714, ,-0.005676940083503723, ,
7680.0,0.003212267765775323, ,-0.012220608070492744, ,-0.004078472498804331, ,0.009338104166090488, ,
8192.0,-0.009413274005055428, ,-0.01081207673996687, ,-0.0010182299884036183, ,0.015338068827986717, ,
