Time (ms),2022-04-25_multipletau_0cd20_0dot2-0dot01_2206_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot2-0dot01_2206_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot2-0dot01_2293_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot2-0dot01_2293_correlation-CH1_1 fitted model: ,
1.0,0.437041312456131, ,0.16831907629966736, ,
2.0,0.4360595643520355, ,0.16750720143318176, ,
3.0,0.43515050411224365, ,0.16668103635311127, ,
4.0,0.4342156946659088, ,0.16586236655712128, ,
5.0,0.4332418441772461, ,0.16504234075546265, ,
6.0,0.4322749972343445, ,0.164215549826622, ,
7.0,0.43130773305892944, ,0.16338230669498444, ,
8.0,0.4303521513938904, ,0.16256725788116455, ,
9.0,0.42938265204429626, ,0.16178031265735626, ,
10.0,0.4283781051635742, ,0.1610061675310135, ,
11.0,0.42737141251564026, ,0.160281240940094, ,
12.0,0.4263543486595154, ,0.15958544611930847, ,
13.0,0.425342857837677, ,0.15892837941646576, ,
14.0,0.4244096279144287, ,0.15827856957912445, ,
15.0,0.4235509932041168, ,0.15763582289218903, ,
16.0,0.42265579104423523, ,0.15699756145477295, ,
18.0,0.42087194323539734, ,0.15577110648155212, ,
20.0,0.41919785737991333, ,0.15452098846435547, ,
22.0,0.41760581731796265, ,0.15336011350154877, ,
24.0,0.4162060022354126, ,0.15230685472488403, ,
26.0,0.41497400403022766, ,0.15129166841506958, ,
28.0,0.413864403963089, ,0.15031525492668152, ,
30.0,0.4126928150653839, ,0.14939841628074646, ,
32.0,0.4115104079246521, ,0.14855097234249115, ,
36.0,0.4087197780609131, ,0.14686673879623413, ,
40.0,0.4056650996208191, ,0.14525757730007172, ,
44.0,0.4025999903678894, ,0.14359448850154877, ,
48.0,0.3998638689517975, ,0.1417938619852066, ,
52.0,0.3972519040107727, ,0.1400160789489746, ,
56.0,0.3947575092315674, ,0.13833999633789062, ,
60.0,0.3925327956676483, ,0.13676390051841736, ,
64.0,0.39051273465156555, ,0.13518160581588745, ,
72.0,0.38685956597328186, ,0.1320890635251999, ,
80.0,0.3830093741416931, ,0.1295122355222702, ,
88.0,0.3790910542011261, ,0.12729035317897797, ,
96.0,0.3761734366416931, ,0.1254737824201584, ,
104.0,0.3736686110496521, ,0.12356701493263245, ,
112.0,0.3704386055469513, ,0.1222805380821228, ,
120.0,0.36724165081977844, ,0.12106100469827652, ,
128.0,0.36462271213531494, ,0.11954240500926971, ,
144.0,0.3576691150665283, ,0.11610236018896103, ,
160.0,0.3513669967651367, ,0.11204128712415695, ,
176.0,0.3483971059322357, ,0.10889147222042084, ,
192.0,0.34431418776512146, ,0.10539371520280838, ,
208.0,0.34085479378700256, ,0.1017519161105156, ,
224.0,0.3370670676231384, ,0.0987050011754036, ,
240.0,0.33242666721343994, ,0.09427984803915024, ,
256.0,0.32700616121292114, ,0.08920294791460037, ,
288.0,0.3170889616012573, ,0.0820273607969284, ,
320.0,0.3085613250732422, ,0.07721289992332458, ,
352.0,0.29635894298553467, ,0.0745633915066719, ,
384.0,0.2850339710712433, ,0.07067524641752243, ,
416.0,0.2816731035709381, ,0.06459588557481766, ,
448.0,0.27912071347236633, ,0.05840189754962921, ,
480.0,0.27450045943260193, ,0.05167806148529053, ,
512.0,0.26876306533813477, ,0.04713873565196991, ,
576.0,0.24764351546764374, ,0.03961028531193733, ,
640.0,0.233652263879776, ,0.025469427928328514, ,
704.0,0.23100419342517853, ,0.014755157753825188, ,
768.0,0.21921132504940033, ,0.006912681274116039, ,
832.0,0.20088589191436768, ,0.0036354674957692623, ,
896.0,0.1805589199066162, ,0.005461564287543297, ,
960.0,0.16158489882946014, ,0.006865840405225754, ,
1024.0,0.15096382796764374, ,0.0032063412945717573, ,
1152.0,0.10276113450527191, ,-0.00011320047633489594, ,
1280.0,0.03817783668637276, ,-0.0015428722836077213, ,
1408.0,-0.008707261644303799,0.44245345808936065,-0.0050336881540715694,0.1671498385792881,
1536.0,-0.030930951237678528,0.441852858876709,-0.008069292642176151,0.1665675352801475,
1664.0,-0.04618499055504799,0.44125302466668204,-0.009636426344513893,0.16599511787522517,
1792.0,-0.0645364373922348,0.44065395399859675,-0.0053338706493377686,0.1654277356135039,
1920.0,-0.0791594535112381,0.4400556454154875,-0.002345125423744321,0.16486429095533428,
2048.0,-0.09638186544179916,0.4394580974640918,-0.0041311015374958515,0.16430438399545247,
2304.0,-0.12461934983730316,0.43886130869484097,-0.00044085978879593313,0.1637478242046037,
2560.0,-0.16203083097934723,0.43826527766184686,-0.003858785377815366,0.1631945020158413,
2816.0,-0.200680673122406,0.43767000292289115,0.0021100742742419243,0.1626443446960201,
3072.0,-0.24342672526836395,0.437075483039412,-0.0010877713793888688,0.16209729832370215,
3328.0,-0.31759724020957947,0.43648171657649515,-0.012174153700470924,0.16155331947072288,
3584.0,-0.39615315198898315,0.4358887021028599,-0.011948338709771633,0.16101237099276258,
3840.0,-0.47950422763824463,0.43529643819084896,-0.001615881104953587,0.16047441974016952,
4096.0,-0.4669269323348999, ,0.0033341574016958475, ,
