name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2)
delete,Not known,average_data,average_data,Tue May 17 12:56:41 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.055259,None,0.371267,None,2.693479355827477,0.658647,None,0.341353,None,723.49945,None,36.136908,None,1.0,None,1.0,None
cutandshift,Not known,average_data,average_data,Tue May 17 12:56:41 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.002608370983487318,None,0.04275470340282343,None,23.389239555196212,0.253953300114311,None,0.746046699885689,None,100.66788804666295,None,100.67598348845664,None,1.0,None,1.0,None
