Time (ms),2022-02-02_tttr2xfcs_CH2_BIN1dot0_HsPEX5EGFP 1-1000015_T309s_1_correlation-CH2_2,2022-02-02_tttr2xfcs_CH2_BIN1dot0_HsPEX5EGFP 1-1000015_T309s_1_correlation-CH2_2 fitted model: ,2022-02-02_tttr2xfcs_CH2_BIN1dot0_HsPEX5EGFP 1-1000016_T331s_1_correlation-CH2_2,2022-02-02_tttr2xfcs_CH2_BIN1dot0_HsPEX5EGFP 1-1000016_T331s_1_correlation-CH2_2 fitted model: ,2022-02-02_tttr2xfcs_CH2_BIN1dot0_HsPEX5EGFP 1-1000017_T353s_1_correlation-CH2_2,2022-02-02_tttr2xfcs_CH2_BIN1dot0_HsPEX5EGFP 1-1000017_T353s_1_correlation-CH2_2 fitted model: ,
0.020474,0.5943217909834322,0.5932183151496024,0.5828454085464903,0.5953485326129265,0.5752567325707498,0.5801867112484551,
0.022522,0.5830633856060501,0.5870545311825225,0.5783927776631386,0.588174205236176,0.5626197718785908,0.5734105253603564,
0.02457,0.5909149187496852,0.5811267296050241,0.5763378038653786,0.5813198749626522,0.5461123981433795,0.5669219741872675,
0.028666,0.5663735325909565,0.5698972587737324,0.5665028337183047,0.5684499404338754,0.5496100743490839,0.554702462777317,
0.032762,0.5472639047313614,0.559395138302657,0.5600196889326252,0.5565407758430486,0.5361105810392799,0.5433555500372662,
0.036858,0.5305491855807216,0.5495196417414188,0.5334010951207155,0.5454466241129537,0.5186007749273374,0.5327532660245109,
0.040954,0.5436845078864829,0.54019257928226,0.5301229761551172,0.5350559122419011,0.5162695114644198,0.5227970503792405,
0.04505,0.5199825475751272,0.5313514836933807,0.5267225262318549,0.5252806658187799,0.5167827684865764,0.513408751369004,
0.049146,0.5310192336057691,0.5229453081493116,0.5073458239333104,0.5160498778853796,0.4968014777042278,0.504524963366995,
0.057338,0.5004784711370389,0.5072743879507062,0.4962878373633661,0.49899766308785287,0.4887814680378366,0.48806973435090356,
0.06553,0.49092409575448337,0.4929110432792918,0.4802265553603886,0.4835351867150441,0.4727524836442545,0.4731027647294347,
0.073722,0.4876286038952937,0.4796551073826152,0.47089339866683133,0.4693967220248056,0.4716922187629795,0.4593823336439491,
0.081914,0.4606184442302528,0.4673521149353969,0.46821497764605247,0.45638091189849217,0.4542526087933323,0.44672401195315153,
0.090106,0.4545206305511278,0.45587959165056646,0.45025755110489496,0.44433071891108256,0.4536469936055547,0.4349830889375926,
0.098298,0.4417812188110726,0.4451383278084322,0.4421354370794053,0.4331208397154818,0.4230339284129063,0.42404347168580947,
0.114682,0.4282214408958054,0.4255358896470593,0.42321827767485987,0.41283234581505596,0.41550990981662683,0.4042050271581515,
0.131066,0.41235312786783496,0.40803480233862116,0.4040625435009755,0.39489074255882994,0.40211611370952416,0.3866237706935749,
0.14745,0.39719462627556723,0.39226344896886856,0.39582475197534506,0.3788508614325128,0.3783117602004582,0.3708797962382178,
0.163834,0.3820052373249059,0.37794139667952137,0.37353119071603724,0.36438315558445855,0.3690914556252618,0.3566603424889065,
0.180218,0.3739265544828856,0.36485120108201297,0.36281005271521716,0.35123634496476885,0.35368659158864224,0.34372568741010756,
0.196602,0.35657674147381924,0.3528205505459054,0.3536057958683412,0.3392142228904885,0.33864892814987013,0.3318878171274553,
0.22937,0.3395273645970487,0.3314070041582915,0.3247807742223592,0.31794890360706957,0.31472602746130396,0.3109295496423323,
0.262138,0.31413575103270386,0.3128576848781911,0.3065617508593188,0.2996539632366013,0.30067154647725913,0.292884022402434,
0.294906,0.3010397637855835,0.29658192466802924,0.2911746337601484,0.28368824771198403,0.2828718803866421,0.27712856996713825,
0.327674,0.28866283628851397,0.2821498951138987,0.2792096855776085,0.2695926495864794,0.265754151279618,0.2632154685006823,
0.360442,0.2730113224126345,0.2692393223541605,0.26432097428406487,0.2570275517449972,0.254788906504962,0.2508124269755109,
0.39321,0.2636341800215454,0.2576026381575338,0.25194307325786913,0.2457350267928834,0.2437041305022436,0.2396664106314404,
0.458746,0.24127809357734842,0.23741404057616086,0.22996561837395935,0.2262087897068274,0.22057704675809497,0.22039905869694854,
0.524282,0.21721976182733438,0.22044766804256039,0.2124393949803418,0.20985394219351294,0.20311858887669265,0.20427047330859835,
0.589818,0.20134773084753532,0.20594423677939744,0.19369431473707488,0.19590582392920053,0.18955531008012283,0.19052531760290012,
0.655354,0.19035199423420535,0.1933736584536265,0.17902892879682675,0.1838361418556609,0.177648868403248,0.17864083869939643,
0.72089,0.1827218373722881,0.18235275693684733,0.1675425950402527,0.17326616275204687,0.167027672818866,0.168241839390779,
0.786426,0.1723355214519564,0.1725965977052565,0.15812210395737258,0.16391612126847083,0.15721374537846233,0.15905095520317647,
0.917498,0.1552871606451629,0.15605923443261696,0.14106243929911466,0.14807650426271546,0.1403560208759036,0.1435006320282393,
1.04857,0.13759352111535916,0.14253312294427206,0.12791500133370026,0.1351241106620861,0.12298583182957157,0.13080608886103035,
1.179642,0.12245133830258115,0.13123351165453653,0.11232065992891971,0.12430162649540497,0.11449630499981023,0.12021598332997073,
1.310714,0.11681284422357008,0.12163275556672229,0.10417875297202928,0.11510212067890992,0.10356783087579768,0.11122757580535701,
1.441786,0.10803998680474725,0.1133614874625146,0.09607114689628848,0.10717182481680448,0.09506640680791922,0.10349023800275677,
1.572858,0.10094836875358393,0.10615256093610002,0.09155714150930683,0.10025542285630183,0.08990875094529005,0.09675110992452912,
1.835002,0.09238616038289038,0.09417533091000875,0.07837740263612747,0.0887521295652011,0.07776315057736172,0.08556287447792488,
2.097146,0.08577712825250128,0.08460687173778428,0.0707333013247291,0.07954911176116292,0.06803612467979114,0.07663183111939874,
2.35929,0.07632401500111508,0.07677281014369242,0.06857917635794197,0.0720039600797702,0.05982709332212077,0.06932417599915083,
2.621434,0.07153648330041884,0.0702328272667922,0.06214175978369085,0.06569719578833708,0.054805957560432716,0.06322679684321572,
2.883578,0.0657529885262389,0.06468618386271753,0.05593357501728424,0.060342157183699056,0.05033195932203438,0.058057873895260015,
3.145722,0.061522344323624134,0.059919908396548,0.049220157235186246,0.05573567740908109,0.04408411459645856,0.053618002720519274,
3.67001,0.055114019524390656,0.05214616083614976,0.04492635481505691,0.04821226207927143,0.039544964652803216,0.04638059776099347,
4.194298,0.046962432255986064,0.04607230360358579,0.03786767778406097,0.0423244913092873,0.03867146374303587,0.040729684486919875,
4.718586,0.038484550792339034,0.04119504545898991,0.03318983601333603,0.03759017455690341,0.03446918024111589,0.03619489065716781,
5.242874,0.03246967962252678,0.03719318329106271,0.02824981901723822,0.033700990800883485,0.030011047451502737,0.03247616582238804,
5.767162,0.030333648664436108,0.03385159849660085,0.02451540808055075,0.030450097419015387,0.025915818261685875,0.02937264054438192,
6.29145,0.028781179074387042,0.031020567425784757,0.024059494420843874,0.027693315019611486,0.024126439261248134,0.026744563449184123,
7.340026,0.02196045430538196,0.026488251707445225,0.019637557664020644,0.023274456113759362,0.025203686742113263,0.022539785186980625,
8.388602,0.020442508400111636,0.023025527001593958,0.016396895379239496,0.019893348757870948,0.020709081980743838,0.019329618774043343,
9.437178,0.016846102504665117,0.020298667738991198,0.014150479453321152,0.01722715734534025,0.017672653656987336,0.016803108950651797,
10.485754,0.01942018631245479,0.01809933331951781,0.013301695591642959,0.015074048932731893,0.015916117922131878,0.014766292468511449,
11.53433,0.0175496423583259,0.016290716940589475,0.017903635804954465,0.01330133644546628,0.01583499596150273,0.013091907200644404,
12.582906,0.01779815871591417,0.014779287945601419,0.01555423879135942,0.011818218578385203,0.018427927477842054,0.011693015514875421,
14.680058,0.00923049171906043,0.012401726288208782,0.01290297915339833,0.009481456305035227,0.01241462370134272,0.009493003386420094,
16.77721,0.008196922028790299,0.010622428338000391,0.008343853533580692,0.007729012330501078,0.007739784974665875,0.007846799089489868,
18.874362,0.007238191881040024,0.00924544142803933,0.0058789178079885485,0.006370081320022538,0.009455309851797988,0.006572759188147418,
20.971514,0.00616818448585299,0.008151249020052974,0.00733187331258689,0.005288153200727765,0.008199699364748625,0.005560200111339995,
23.068666,0.005314913684623113,0.007262956781806183,0.0018962103570181466,0.004408187334204573,0.003632410011593201,0.00473796464470743,
25.165818,0.0050924266183349776,0.006528936165496536,0.0045488644222646535,0.003679747369228412,0.0031883968633998894,0.004058304855562213,
29.360122,0.007041326521580293,0.005390320995170334,0.0020735915249490144,0.002546978138875017,0.003444330789384553,0.003003414757330951,
33.554426,0.010087506804424384,0.0045517060802043145,0.0028047498697443274,0.0017099780950072144,0.00047126358413884795,0.0022257843818790906,
37.74873,0.007523090143367606,0.0039110721459884885,0.008147488725435359,0.0010686536699283287,-0.00205041147459184,0.0016311801252385325,
41.943034,0.0036371038783051812,0.0034074537349870963,0.0055683144178253485,0.0005630723677440292,0.001978163838742386,0.0011632962858374916,
46.137338,-0.001341530674815239,0.0030022955481201568,0.004958711523994186,0.00015525934635119082,0.0015688235118398453,0.0007865222974014286,
50.331642,-0.0006575795709206078,0.002670087689999146,0.0030616326679764327,-0.00017995816769607494,0.003138178830598193,0.00047729208701275967,
58.72025,0.0003162429514487197,0.0021595824987497183,-0.0007809517141225131,-0.0006968266140791879,0.001090809033915896,0.0000014496261615203586,
67.108858,-0.0017785039223857657,0.0017874962078472006,-0.0006042753653293653,-0.0010751552094709245,-0.002978386446092496,-0.0003459958868955674,
75.497466,0.004020485395296758,0.001505596122151046,0.001910506809734036,-0.001362890751372073,0.0025473582190063127,-0.000609674247413029,
83.886074,0.004583302101756059,0.0012854719587315102,-0.0027769839097770976,-0.001588363893154857,0.001447667780645423,-0.000815898693626173,
92.274682,-0.000015950152593924294,0.0011093665951130843,-0.0010574959128807349,-0.0017693339908822654,-0.0006403275850119794,-0.0009811320176362308,
100.66329,0.00022812507114911007,0.0009656452710919414,-0.0023206685717045428,-0.001917469289211192,-0.0013164214064919078,-0.0011161717487323485,
117.440506,0.00257754208331451,0.0007460188232722292,0.0009970612877567842,-0.002144745569241641,-0.0015537867725257115,-0.0013229275522221372,
134.217722,-0.0002447064165422841,0.0005869204886657009,-0.002962973387682588,-0.002310201230794643,0.0014495569395023278,-0.001473064963336076,
150.994938,0.0006713622480762904,0.00046695871656602745,-0.0037625964457173033,-0.002435506472960186,0.002174957837483671,-0.001586518025631145,
167.772154,-0.003051748007605104,0.0003736434824340654,-0.0011413784200630106,-0.002533365272306053,-0.0013052092032660445,-0.0016749465508392358,
184.54937,0.00019987507025365225,0.00029922275180790703,-0.004570900439108461,-0.0026116914524083783,-0.0009239081618650502,-0.00174559940335883,
201.326586,0.004430793196648963,0.00023864630692041776,-0.0021373488813946073,-0.002675657993811414,0.001017772990953958,-0.0018032064069069275,
234.881018,0.003673026885117503,0.00014636311474440364,0.0030451478805824106,-0.00277353052194037,-0.00022967718422894912,-0.0018911632403645247,
268.43545,0.004572261551793577,0.00007973762381668242,-0.0022604984929472938,-0.0028445695409894654,0.00015330373862854074,-0.001954841921820181,
301.989882,0.0020993709541186067,0.00002963187919567537,-0.001386426406437824,-0.0028982463991116857,-0.0006036835280994746,-0.0020028497968753453,
335.544314,0.004718698796611465,-0.000009263432312692395,-0.004926468633789316,-0.002940089439030403,0.0010480040067299967,-0.0020401993515420176,
369.098746,0.005201650806031299,-0.00004023082176739774,-0.0031059818326153454,-0.002973530651219719,-0.004065052611816222,-0.002069996015964596,
402.653178,0.0016610258044376103,-0.00006540202729151293,-0.0007223695194067403,-0.003000807146414201,-0.002200964214987944,-0.0020942603532703805,
469.762042,0.0011752688349675466,-0.00010368497747765816,0.0008516567774556894,-0.0030424808284664705,-0.00037343016904800574,-0.0021312535781496476,
536.870906,0.001620010767975355,-0.0001312745916403826,0.0026274255650613476,-0.0030726810389159966,0.0023361020656114118,-0.0021579930276153813,
603.97977,0.0010571637827736513,-0.000151994825546665,0.0006661305014616925,-0.003095472399466481,0.0013816727747271162,-0.002178127335739642,
671.088634,0.0009154366186090446,-0.0001680616352978726,0.002845676673299824,-0.0031132218659612517,0.001050083041812977,-0.0021937762942063894,
738.197498,0.000876209564447894,-0.00018084222038348914,0.001997574931832391,-0.0031273961480948517,0.00030739885395592026,-0.0022062507708142465,
805.306362,0.000399607342849162,-0.00019122299054875593,0.0008697134504358495,-0.0031389498886504018,0.0018742775630198327,-0.0022164024144103955,
939.52409,0.00027750311710117437, ,0.0017940371244020703, ,0.0012449729329588877, ,
1073.741818,-0.0015459972047984216, ,0.0029895032199496185, ,0.0030890177705684696, ,
1207.959546,-0.0020267037143291144, ,0.0030503780531645486, ,0.0019177433229125018, ,
1342.177274,-0.0017593627401906176, ,0.002245164029359703, ,0.001580478198873747, ,
1476.395002,-0.0002711398502817097, ,0.002671496945855667, ,0.000520413707816747, ,
1610.61273,-0.0008005814076027518, ,0.002621157497318727, ,-0.00257755616064681, ,
1879.048186,-0.005400115080646972, ,-0.005371280640072973, ,-0.010320250592806168, ,
2147.483642,-0.0021978563654445615, ,-0.007814504219896823, ,-0.011493809573779767, ,
2415.919098,0.00007132333446913108, ,-0.005151825798693999, ,-0.012553889737149437, ,
2684.354554,-0.0007576922549007437, ,-0.004199607045399012, ,-0.012605925557789055, ,
2952.79001,0.00019330518102833594, ,-0.004632813369451871, ,-0.011888143825960706, ,
3221.225466,0.0005430959634100674, ,-0.0010847834365587117, ,-0.012531043863213465, ,
3758.096378,-0.00009343661986060958, ,-0.0033758016472482666, ,-0.014203221428042867, ,
4294.96729,0.0004960112488783253, ,-0.0014208433116009722, ,-0.013384462476178527, ,
4831.838202,0.002645301418158885, ,0.0007385024735122592, ,-0.014296234761432047, ,
5368.709114,0.003710741991333588, ,-0.003375126146727414, ,-0.017021785885062868, ,
5905.580026,-0.00036584085582669346, ,-0.004822482984027876, ,-0.017544246284439402, ,
6442.450938,0.006181037621133978, ,-0.009710155845585766, ,-0.023542452921101575, ,
