Time (ms),2022-02-02_multipletau_CH2_BIN0dot001_us_HsPEX5EGFP 1-1000015_T309s_1_correlation-CH2_2,2022-02-02_multipletau_CH2_BIN0dot001_us_HsPEX5EGFP 1-1000015_T309s_1_correlation-CH2_2 fitted model: ,2022-02-02_multipletau_CH2_BIN0dot001_us_HsPEX5EGFP 1-1000016_T331s_1_correlation-CH2_2,2022-02-02_multipletau_CH2_BIN0dot001_us_HsPEX5EGFP 1-1000016_T331s_1_correlation-CH2_2 fitted model: ,2022-02-02_multipletau_CH2_BIN0dot001_us_HsPEX5EGFP 1-1000017_T353s_1_correlation-CH2_2,2022-02-02_multipletau_CH2_BIN0dot001_us_HsPEX5EGFP 1-1000017_T353s_1_correlation-CH2_2 fitted model: ,
2097.152,0.0005046023162589606, ,-0.0011951262724170608, ,-0.0008141170172959668, ,
2359.2960000000003,0.00047543283117660413, ,-0.001168026208542704, ,-0.0002272760736402673, ,
2621.44,0.000060932139908335404, ,-0.0019843968503432696, ,-0.0002162974400255879, ,
2883.584,-0.00045981824282200813, ,-0.00045936023230724296, ,0.0001729253782496418, ,
3145.728,0.00029392435057425375, ,-0.00026433941859738797, ,0.0010663737502624759, ,
3407.8720000000003,0.00023708208569582178, ,0.0006776004509755777, ,-0.00025663233060237183, ,
3670.016,-0.0004729712210179788, ,0.0005630614316328735, ,0.0010900910123017619, ,
3932.16,-0.00030030015930604284, ,-0.0004731793753860577, ,0.0004639124252662769, ,
4194.304,-0.0008602448572778502, ,0.00003840922430563157, ,-0.00010299199163824101, ,
4718.592000000001,0.00034712474107859165, ,0.00037301209909896275, ,-0.00008129817583797049, ,
5242.88,-0.001126809332151604, ,-0.0002527517626187966, ,-0.0005619111287506021, ,
5767.168,-0.0012954201090983881, ,-0.0006431826331361006, ,-0.0004733939494165668, ,
6291.456,-0.00040355496459435267, ,-0.0002120547354092208, ,-0.000040079829483142194, ,
6815.744000000001,0.00037437507569776184, ,0.0008198504562711365, ,0.00012299059139308656, ,
7340.032,-0.0003598850302354393, ,-0.00036240898716447814, ,-0.0004264972914563803, ,
7864.32,-0.0006585449779540087, ,0.0001809351422273477, ,-0.0001009593259493295, ,
8388.608,0.0012323332563624987, ,0.00012665859538621982, ,-0.000277781183366514, ,
9437.184000000001,0.0002899385741895673, ,0.000507440122037028, ,-0.00034931306834994286, ,
10485.76,-0.0006337596932907347, ,-0.00006250782514860232, ,-0.0002139388796590608, ,
11534.336,0.00011733536560561315, ,-0.0013922525730443941, ,-0.0003152836975917937, ,
12582.912,-0.0006767397167923006, ,-0.0005077290477371833, ,0.0005523758805507751, ,
13631.488000000001,0.0010905139834881865, ,0.0008113500037006901, ,0.00011540739269742358, ,
14680.064,-0.0004468614981781441, ,0.00017922851588958368, ,-0.00046060555510724164, ,
15728.64,0.0006864949372777971, ,-0.0006159162131395002, ,-0.0002504045282542793, ,
16777.216,-0.00014912684179744926, ,0.0010212467354824234, ,0.0003378574070237373, ,
