name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1),N (mom),bri (kHz),above zero
2022-05-17_multipletau_labthresh-0dot04_delete_0dot2-0dot1_0300_correlation-CH1_1,Not known,labthresh-0dot04_delete_0dot2-0dot1,0,Thu Jul 21 18:32:07 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.026468,0.0044992165922951915,0.361189,0.007056876139316119,2.768633596261237,0.361189,1.0,0,90.622737,7.491696316139092,1.0,0,1.0,1.0,0.7127659574468085
2022-05-17_multipletau_labthresh-0dot04_delete_0dot2-0dot1_0301_correlation-CH1_1,Not known,labthresh-0dot04_delete_0dot2-0dot1,0,Thu Jul 21 18:32:07 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0033666361997748417,0.0010313575014890605,0.13302496102126823,0.002028628651475429,7.517386153115417,0.13302496102126823,1.0,0,55.716753400363395,3.2925245687472264,1.0,0,1.0,1.0,0.8191489361702128
2022-05-17_multipletau_labthresh-0dot04_delete_0dot2-0dot1_0302_correlation-CH1_1,Not known,labthresh-0dot04_delete_0dot2-0dot1,0,Thu Jul 21 18:32:07 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.03317374661125483,0.012893432781719276,0.5957346578816942,0.01594615623857785,1.6785996697855172,0.5957346578816942,1.0,0,175.01083003138078,21.004137198544964,1.0,0,1.0,1.0,0.8404255319148937
2022-05-17_multipletau_labthresh-0dot04_delete_0dot2-0dot1_0303_correlation-CH1_1,Not known,labthresh-0dot04_delete_0dot2-0dot1,0,Thu Jul 21 18:32:07 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.012450800616618185,0.002428161806921584,0.20676631761693282,0.004446588082516572,4.836377663080781,0.2067663176169328,1.0,0,64.39213414719256,5.527018037221701,1.0,0,1.0,1.0,0.7340425531914894
2022-05-17_multipletau_labthresh-0dot04_delete_0dot2-0dot1_0304_correlation-CH1_1,Not known,labthresh-0dot04_delete_0dot2-0dot1,0,Thu Jul 21 18:32:07 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.011329886041626103,0.0016735111507409357,0.1883240022205758,0.0028545500783352705,5.309997600989506,0.1883240022205758,1.0,0,74.89724755564679,4.6594949591422905,1.0,0,1.0,1.0,0.7340425531914894
2022-05-17_multipletau_labthresh-0dot04_delete_0dot2-0dot1_0305_correlation-CH1_1,Not known,labthresh-0dot04_delete_0dot2-0dot1,0,Thu Jul 21 18:32:07 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,0.0038110375596243085,0.0052620887583208105,0.3553294266058798,0.007050862886299347,2.8142898536494374,0.3553294266058798,1.0,0,136.4555588449107,11.986629725466825,1.0,0,1.0,1.0,0.8723404255319149
2022-05-17_multipletau_labthresh-0dot04_delete_0dot2-0dot1_0306_correlation-CH1_1,Not known,labthresh-0dot04_delete_0dot2-0dot1,0,Thu Jul 21 18:32:07 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.002959784641192287,0.0004446343647999626,0.08280373802826943,0.0009530286908166445,12.076749477887063,0.08280373802826943,1.0,0,47.206872399444094,2.0286440712890883,1.0,0,1.0,1.0,0.776595744680851
2022-05-17_multipletau_labthresh-0dot04_delete_0dot2-0dot1_0307_correlation-CH1_1,Not known,labthresh-0dot04_delete_0dot2-0dot1,0,Thu Jul 21 18:32:07 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.01756591136359431,0.003921929270165148,0.30907049754997895,0.00556294756619329,3.23550778196904,0.30907049754997895,1.0,0,116.55219472372234,9.157639553537575,1.0,0,1.0,1.0,0.7978723404255319
2022-05-17_multipletau_labthresh-0dot04_delete_0dot2-0dot1_0308_correlation-CH1_1,Not known,labthresh-0dot04_delete_0dot2-0dot1,0,Thu Jul 21 18:32:08 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.009553712861326336,0.004777487191333823,0.2978448074927244,0.006965077337625059,3.35745319321851,0.2978448074927244,1.0,0,108.47938171358288,10.988144067565429,1.0,0,1.0,1.0,0.851063829787234
2022-05-17_multipletau_labthresh-0dot04_delete_0dot2-0dot1_0309_correlation-CH1_1,Not known,labthresh-0dot04_delete_0dot2-0dot1,0,Thu Jul 21 18:32:08 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.010150947527501342,0.001913792147745348,0.2289994735746815,0.0038467781950878195,4.366822265527519,0.22899947357468153,1.0,0,53.39843447113161,3.443830358716108,1.0,0,1.0,1.0,0.7553191489361702
