name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1),N (mom),bri (kHz),above zero
2022-04-25_multipletau_0cd20_1dot0-0dot1_2100_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:13 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.001902,0.00046765814057831974,0.104808,0.0021520893470524925,9.541256392641783,0.104808,1.0,0,12.99479,0.7090316617226369,1.0,0,1.0,1.0,0.7159090909090909
2022-04-25_multipletau_0cd20_1dot0-0dot1_2101_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:13 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.002500855909661648,0.00044105728646515055,0.1024961857605695,0.0018641198992717157,9.756460619285816,0.1024961857605695,1.0,0,14.86500172045553,0.7444669728333844,1.0,0,1.0,1.0,0.75
2022-04-25_multipletau_0cd20_1dot0-0dot1_2102_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:13 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.002063882727502575,0.0004624924755318123,0.0996934579005669,0.0023834106750633844,10.030748466939409,0.09969345790056691,1.0,0,10.898006953996244,0.6614940838236758,1.0,0,1.0,1.0,0.7045454545454546
2022-04-25_multipletau_0cd20_1dot0-0dot1_2103_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:13 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0004990071779303884,0.0004630126860104118,0.08806186424929477,0.00202254461268163,11.355653307192034,0.08806186424929477,1.0,0,14.107313515360792,0.8798300422363237,1.0,0,1.0,1.0,0.8068181818181818
2022-04-25_multipletau_0cd20_1dot0-0dot1_2104_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:13 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.001946097131770519,0.0003736577767816553,0.09534822472161533,0.0019601215039312817,10.487872248483523,0.09534822472161533,1.0,0,10.603035205535736,0.5496590242685947,1.0,0,1.0,1.0,0.7159090909090909
2022-04-25_multipletau_0cd20_1dot0-0dot1_2105_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:13 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.002464793764303974,0.00045685447555298135,0.10580912373433453,0.0020035617619165256,9.450980829505774,0.10580912373433453,1.0,0,14.019947316606071,0.7196601810534977,1.0,0,1.0,1.0,0.7159090909090909
2022-04-25_multipletau_0cd20_1dot0-0dot1_2106_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:13 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0015554612297243864,0.0004601194677987508,0.11832321316558586,0.0022865957765825476,8.4514270128936,0.11832321316558586,1.0,0,11.525718927275296,0.5737263732059966,1.0,0,1.0,1.0,0.8409090909090909
2022-04-25_multipletau_0cd20_1dot0-0dot1_2107_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:13 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0016184791890483385,0.0004206231720088874,0.09519901669172047,0.002166427110132346,10.5043101783106,0.09519901669172047,1.0,0,10.906077687594042,0.6303311486838773,1.0,0,1.0,1.0,0.6931818181818182
2022-04-25_multipletau_0cd20_1dot0-0dot1_2108_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0008539900098233355,0.00023560965088766854,0.08340930565164228,0.0014497876498848741,11.989069950737692,0.08340930565164228,1.0,0,8.332160513367182,0.34423529596270974,1.0,0,1.0,1.0,0.6931818181818182
2022-04-25_multipletau_0cd20_1dot0-0dot1_2109_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-6.762785062652821e-05,0.00045097132839984425,0.11028480372322662,0.002342635813965948,9.067432377262273,0.11028480372322663,1.0,0,10.76412450924802,0.578761058010433,1.0,0,1.0,1.0,0.8068181818181818
2022-04-25_multipletau_0cd20_1dot0-0dot1_2110_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0024349173211448694,0.0004555789991346135,0.10552353274229988,0.0023050553257497127,9.476559152375144,0.10552353274229988,1.0,0,11.20955280587654,0.6262605787335722,1.0,0,1.0,1.0,0.6818181818181818
2022-04-25_multipletau_0cd20_1dot0-0dot1_2111_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0019237934231066678,0.0006316927590737294,0.11926876195395203,0.0031314927599027905,8.384425088491199,0.11926876195395203,1.0,0,11.569494641552202,0.7832497151770493,1.0,0,1.0,1.0,0.7727272727272727
2022-04-25_multipletau_0cd20_1dot0-0dot1_2112_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0011826279606880208,0.0003750730159301436,0.09062605734641749,0.0016420129882105923,11.03435401782411,0.09062605734641749,1.0,0,14.059015424663954,0.6910360718877194,1.0,0,1.0,1.0,0.7613636363636364
2022-04-25_multipletau_0cd20_1dot0-0dot1_2113_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0020734464032550193,0.00041915964695195794,0.1162735217852325,0.0019914035693558577,8.60041034834301,0.11627352178523251,1.0,0,12.362055872315329,0.555300157343357,1.0,0,1.0,1.0,0.75
2022-04-25_multipletau_0cd20_1dot0-0dot1_2114_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0007631187404786299,0.0006195292095929307,0.09625293469785254,0.002291825701102819,10.389293616232052,0.09625293469785254,1.0,0,18.413133448765482,1.2791839536801646,1.0,0,1.0,1.0,0.7840909090909091
2022-04-25_multipletau_0cd20_1dot0-0dot1_2115_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0009028958781643892,0.0004825945790811578,0.10089624295336762,0.0021983699614862,9.911171820958502,0.10089624295336762,1.0,0,13.204189538695273,0.7676859000457423,1.0,0,1.0,1.0,0.7159090909090909
2022-04-25_multipletau_0cd20_1dot0-0dot1_2116_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0021661751049151245,0.00046181613350564126,0.10976421414066882,0.0024227848100039804,9.110437384614675,0.10976421414066882,1.0,0,10.601165924603675,0.5900640077883387,1.0,0,1.0,1.0,0.6818181818181818
2022-04-25_multipletau_0cd20_1dot0-0dot1_2117_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0020492150472730675,0.000428730483531448,0.10055494669275812,0.002014336646817816,9.944811596941745,0.10055494669275812,1.0,0,12.578343326734798,0.6638939159715219,1.0,0,1.0,1.0,0.7272727272727273
2022-04-25_multipletau_0cd20_1dot0-0dot1_2118_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0030832003222781568,0.0004789026308586416,0.10311424139176807,0.0022568449465180233,9.697981447593069,0.10311424139176807,1.0,0,12.519617474759487,0.7210685249921749,1.0,0,1.0,1.0,0.625
2022-04-25_multipletau_0cd20_1dot0-0dot1_2119_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.001985634541442738,0.0003936057486364769,0.11538194260486498,0.002295216980656302,8.6668674267739,0.11538194260486499,1.0,0,9.028368617400009,0.43521711163309107,1.0,0,1.0,1.0,0.7045454545454546
2022-04-25_multipletau_0cd20_1dot0-0dot1_2120_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,0.0003792504408381969,0.0008002977634429754,0.14409278281303955,0.0038126166285853253,6.939972845812135,0.14409278281303955,1.0,0,12.308994901959254,0.8532665365340161,1.0,0,1.0,1.0,0.8295454545454546
2022-04-25_multipletau_0cd20_1dot0-0dot1_2121_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0023534980245932813,0.00038844301734576185,0.10268412877931715,0.001865148319976484,9.738603344915578,0.10268412877931715,1.0,0,12.157737276855594,0.5767670217505787,1.0,0,1.0,1.0,0.6818181818181818
2022-04-25_multipletau_0cd20_1dot0-0dot1_2122_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0003090153785778593,0.0002986272864724309,0.10138397540437746,0.0018258613728233768,9.863491700847458,0.10138397540437748,1.0,0,8.411877430188362,0.3608812998377265,1.0,0,1.0,1.0,0.7954545454545454
2022-04-25_multipletau_0cd20_1dot0-0dot1_2123_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.002481416027754202,0.00045050499082954445,0.1037471518571918,0.002321006998198013,9.63881882151813,0.1037471518571918,1.0,0,10.901820086835798,0.6193208788446716,1.0,0,1.0,1.0,0.6818181818181818
2022-04-25_multipletau_0cd20_1dot0-0dot1_2124_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0014091098452632123,0.0003585276842312386,0.09513624222961035,0.0017437208976933624,10.51124131628523,0.09513624222961035,1.0,0,11.919240775368618,0.5675563626921699,1.0,0,1.0,1.0,0.8181818181818182
2022-04-25_multipletau_0cd20_1dot0-0dot1_2125_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0020671350756263918,0.0002750841665648544,0.10328330506018332,0.0015160723202283018,9.682106894403686,0.10328330506018331,1.0,0,9.832821129496956,0.35715024355731423,1.0,0,1.0,1.0,0.7045454545454546
2022-04-25_multipletau_0cd20_1dot0-0dot1_2126_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.001593233024465901,0.0003447762878854675,0.09331162199773957,0.001746257613316111,10.716778666908443,0.09331162199773957,1.0,0,11.191769800116395,0.5354494883250607,1.0,0,1.0,1.0,0.7840909090909091
2022-04-25_multipletau_0cd20_1dot0-0dot1_2127_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0019576127268268184,0.0014877344037807951,0.2186528262522296,0.005836281290538043,4.573460206942114,0.2186528262522296,1.0,0,16.746916645681267,1.2710798798806044,1.0,0,1.0,1.0,0.7727272727272727
2022-04-25_multipletau_0cd20_1dot0-0dot1_2128_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0020395129040741145,0.0004939809354032726,0.1140021623854027,0.0027204052986825075,8.771763439182308,0.1140021623854027,1.0,0,9.842880342856947,0.5814430219401671,1.0,0,1.0,1.0,0.7386363636363636
2022-04-25_multipletau_0cd20_1dot0-0dot1_2129_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0023788252011370803,0.0004578098301697067,0.10048657438702153,0.002104352975434314,9.951578169522676,0.10048657438702153,1.0,0,13.018169503824549,0.7247671701035711,1.0,0,1.0,1.0,0.6590909090909091
2022-04-25_multipletau_0cd20_1dot0-0dot1_2130_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0011774102590785818,0.00035252823331424435,0.10128730036961756,0.0019149618379695657,9.872906044003548,0.10128730036961756,1.0,0,10.051717633693926,0.4728474971534965,1.0,0,1.0,1.0,0.7613636363636364
2022-04-25_multipletau_0cd20_1dot0-0dot1_2131_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0018531391379098539,0.00044533248226198273,0.11627585753230428,0.002224109713462967,8.600237583474073,0.11627585753230427,1.0,0,11.43869546101817,0.5624385691501497,1.0,0,1.0,1.0,0.7727272727272727
2022-04-25_multipletau_0cd20_1dot0-0dot1_2132_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,-0.0013042906438420765,0.00032476928525200456,0.1086035774187684,0.0015202525154113236,9.207799814402655,0.10860357741876839,1.0,0,12.651792086845795,0.467320356361265,1.0,0,1.0,1.0,0.7840909090909091
2022-04-25_multipletau_0cd20_1dot0-0dot1_2133_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:14 2022,Equation 1A,1,no triplet,1,2D,1.0,8192.0,0.0005013735882259951,0.000457625635547061,0.10800090303114142,0.0023255870685337933,9.259181839541249,0.10800090303114142,1.0,0,11.134629900537796,0.6121234901271357,1.0,0,1.0,1.0,0.8181818181818182
