Time (ms),2022-04-25_multipletau_0cd20_1dot0-0dot1_2127_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot1_2127_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot1_2146_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot1_2146_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot1_2167_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot1_2167_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot1_2191_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot1_2191_correlation-CH1_1 fitted model: ,
224.0,0.013758075423538685,0.18437111212857898,0.0035255805123597383,0.14835418989334517,0.01905253902077675,0.18765273712235153,0.0003785805020015687,0.20916946446432405,
240.0,0.019634749740362167,0.17487432424548194,0.001000701216980815,0.14027721063635804,0.017310263589024544,0.1800676052462502,-0.0017562421271577477,0.19822166693146426,
256.0,0.024434657767415047,0.16632446180981336,0.0022314053494483232,0.13345462190557594,0.012913558632135391,0.17363923921622004,-0.00426621874794364,0.18834668462189014,
288.0,0.02097538858652115,0.15858650003972577,0.001568864448927343,0.1275912403108997,0.017053334042429924,0.16798544004360058,-0.004980681464076042,0.17939418943424384,
320.0,0.005624602548778057,0.1515499211642482,0.004950426053255796,0.12247888805917198,0.02933415398001671,0.16289579454778078,-0.0005396487540565431,0.1712406862213432,
352.0,-0.0029917284846305847,0.1451233957264511,0.008189326152205467,0.11796647644728378,0.03359312564134598,0.15824259919908465,0.0013450494734570384,0.1637837815735232,
384.0,-0.003271015826612711,0.13923079142855366,0.013923759572207928,0.11394164290491579,0.02577810175716877,0.1539422810788044,-0.0006302447291091084,0.15693786137051893,
416.0,-0.004848293494433165,0.13380813837950045,0.012706015259027481,0.11031905055081839,0.010571692138910294,0.14993676330377978,-0.0009609164553694427,0.15063078900335833,
448.0,-0.003850752953439951,0.12880129363323523,0.008866795338690281,0.10703269064854705,-0.002750063082203269,0.14618367361735404,0.0009133217390626669,0.14480135373115646,
480.0,0.004276310093700886,0.12416412397855514,0.0035289088264107704,0.1040306762685768,0.00115236546844244,0.14265084050812596,0.006509429309517145,0.1393972775987525,
512.0,0.0010324702598154545,0.11985707759577707,0.0026445789262652397,0.10127163452716398,0.010911700315773487,0.13931302229549578,0.013777192682027817,0.1343736432876562,
576.0,0.006483676843345165,0.11584605084041724,0.004074498545378447,0.09872215251664108,0.01631294935941696,0.13614986968655599,-0.0014273645356297493,0.1296916427103759,
640.0,0.019023379310965538,0.11210148137928487,0.007774165831506252,0.09635493445630162,0.017593733966350555,0.13314460428798094,0.0023888330906629562,0.125317572515754,
704.0,0.01128704845905304,0.10859761663063346,0.007518148049712181,0.09414744916808691,0.03450344502925873,0.13028313069609088,0.0016165967099368572,0.12122202147805954,
768.0,0.0014128800248727202,0.10222458033173791,0.007995937019586563,0.09013957338490389,0.023998575285077095,0.12494507630528764,-0.003343788906931877,0.11376643848848286,
832.0,0.018823975697159767,0.09657704994706803,0.011703328229486942,0.08658089991940579,0.01349925622344017,0.12005718858397164,0.008419143967330456,0.10715306884103136,
896.0,0.015636757016181946,0.09153750875439201,0.022172201424837112,0.08338596507145214,0.022007165476679802,0.1155585173607461,0.0010603225091472268,0.10124683231592564,
960.0,0.007716278079897165,0.08701252215122635,0.03452036902308464,0.08049101165045541,0.0049359905533492565,0.11140027178617185,0.0018940034788101912,0.09594006955521735,
1024.0,0.0038734886329621077,0.0829268694849595,0.03051699884235859,0.07784738137071706,0.010199854150414467,0.1075424914935898,0.007100384216755629,0.09114592018166492,
1152.0,0.006757183000445366,0.07921931204500132,0.016346188262104988,0.07541719611526762,-0.0029403737280517817,0.10395187117574475,0.008051727898418903,0.08679353145286017,
1280.0,0.009751475416123867,0.07583948862444675,0.0014909132150933146,0.07317045189024711,0.010879133827984333,0.10060026799282923,-0.004178920295089483,0.08282453308614757,
1408.0,-0.005775575991719961,0.07274560305473106,0.0034880859311670065,0.07108301295748749,0.013347461819648743,0.09746363609799588,-0.0018782782135531306,0.07919040435457839,
1536.0,0.0026962528936564922,0.06728121708293516,0.002634013071656227,0.06731074945958095,0.015613608993589878,0.09175506519792748,0.016506599262356758,0.07277042525072656,
1664.0,-0.002425500424578786,0.06260614569505289,0.0024575276765972376,0.06397983089121535,0.016813606023788452,0.0866902197154459,0.017841173335909843,0.0672773604189688,
1792.0,-0.007647965103387833,0.05856000410220537,0.0021811933256685734,0.061004825091610954,-0.00035288886283524334,0.08216404928088666,0.005883425008505583,0.06252398431426706,
1920.0,0.010278943926095963,0.05502311460590719,0.003557107876986265,0.058323014429424606,0.0014188388595357537,0.07809374053116865,0.0003071657265536487,0.058370313680513035,
2048.0,-0.01038594450801611,0.05190436222570163,0.0008955654338933527,0.055886981873925996,-0.0034410639200359583,0.07441294879100888,-0.0030299329664558172,0.054709591037508054,
2304.0,-0.012531730346381664,0.049133153238933185,0.0025183099787682295,0.05365998252688167,-0.00014736675075255334,0.07106780044523767,-0.00499939126893878,0.05145897897577806,
2560.0,-0.0035205117892473936,0.04665394566567857,0.0037105761002749205,0.051612940154017184,0.004635240882635117,0.06801403876579488,0.003383177798241377,0.048553216107408044,
2816.0,0.00021204333461355418,0.04442244056792964,0.008226491510868073,0.04972243216122343,0.007557081524282694,0.06521493706323299,0.0033491600770503283,0.045940190384806845,
3072.0,-0.008975696749985218,0.04056605652577061,-0.0019163175020366907,0.04633765294955769,0.0007521031657233834,0.06026249705290894,-0.0022540180943906307,0.04143159683092746,
3328.0,-0.020973775535821915,0.03734847723842551,-0.00645860843360424,0.04338757315503902,-0.008887975476682186,0.05601674718382375,0.0002876834769267589,0.03767908643491602,
3584.0,-0.019518990069627762,0.03462110715421779,-0.0046930559910833836,0.04078772419827897,-0.00019698466348927468,0.0523360555490266,-0.0008536321693100035,0.03450718208641755,
3840.0,-0.021722203120589256,0.03227816927500026,-0.0010911941062659025,0.038475510794557286,-0.005160254891961813,0.049114393908437644,-0.00649224454537034,0.031790808739630236,
4096.0,-0.01649065874516964,0.03024231718038293,-0.01238640584051609,0.036403230185075235,-0.011392383836209774,0.04627076953140053,-0.00676835048943758,0.029438409639311484,
4608.0,-0.00657017482444644,0.028455683371175162,-0.011199665255844593,0.03453369348529011,-0.005212932825088501,0.04374222602345287,0.008177703246474266,0.027381423307270333,
5120.0,-0.01044668722897768,0.026874109510280117,-0.010174587368965149,0.03283735824749881,0.0038631372153759003,0.041479075551960495,-0.0027652953285723925,0.02556749073052993,
5632.0,0.017925208434462547,0.0254633128393309,-0.006012247875332832,0.031290382218257064,0.01250888966023922,0.03944157145650267,0.006493036635220051,0.02395593614381904,
6144.0,-0.006620036903768778,0.02305139559303442,-0.00521888118237257,0.028569856052126107,0.005769818089902401,0.03592064023204282,-0.0015075179981067777,0.021218084326254952,
6656.0,0.0019649160094559193,0.021061513482976642,-0.009611682035028934,0.026252312080079783,-0.01429187785834074,0.03298486443454998,-0.002445585560053587,0.01897969958901442,
7168.0,-0.008175180293619633,0.01938828502921135,-0.0003255202027503401,0.024252745792521995,-0.01818472519516945,0.030499484106954623,-0.018263015896081924,0.017115529930319878,
7680.0,0.03720533847808838,0.017958874002243365,-0.015266458503901958,0.02250892035937713,0.0002319984050700441,0.02836819129106439,-0.018295159563422203,0.01553897215230498,
8192.0,-0.00959746167063713, ,-0.014086257666349411, ,-0.003112626262009144, ,0.010051847435534, ,
