Time (ms),2022-04-25_multipletau_0cd20_1dot0-0dot01_2097_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2097_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot01_2087_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2087_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot01_2086_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2086_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot01_2081_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2081_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot01_2074_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2074_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot01_2071_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2071_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot01_2056_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2056_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot01_2044_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2044_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot01_2042_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2042_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot01_2028_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2028_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot01_2018_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2018_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot01_2017_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2017_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_1dot0-0dot01_2012_correlation-CH1_1,2022-04-25_multipletau_0cd20_1dot0-0dot01_2012_correlation-CH1_1 fitted model: ,
1.0,0.29223212599754333, ,0.3531739115715027, ,0.3094775378704071, ,0.34410184621810913, ,0.21589447557926178, ,0.24575532972812653, ,0.2146286517381668, ,0.23009729385375977, ,0.11185082793235779, ,0.18992476165294647, ,0.28774094581604004, ,0.2797221839427948, ,0.487060546875, ,
2.0,0.28895333409309387, ,0.350899875164032, ,0.3064846396446228, ,0.34262192249298096, ,0.21367719769477844, ,0.2436324954032898, ,0.2114151418209076, ,0.22389018535614014, ,0.10954101383686066, ,0.18705369532108307, ,0.2861461937427521, ,0.2769932150840759, ,0.48458540439605713, ,
3.0,0.2859717607498169, ,0.3488316535949707, ,0.3037518262863159, ,0.3413076400756836, ,0.21184690296649933, ,0.24164633452892303, ,0.20847590267658234, ,0.22001458704471588, ,0.10754847526550293, ,0.18443961441516876, ,0.28464075922966003, ,0.2746548652648926, ,0.48242244124412537, ,
4.0,0.2833741307258606, ,0.3469274342060089, ,0.30121251940727234, ,0.3399898409843445, ,0.21015912294387817, ,0.23976662755012512, ,0.20566532015800476, ,0.21635854244232178, ,0.10576926916837692, ,0.1821792870759964, ,0.28322505950927734, ,0.27254366874694824, ,0.48038244247436523, ,
5.0,0.2811836898326874, ,0.34510543942451477, ,0.29866737127304077, ,0.3387755751609802, ,0.20856204628944397, ,0.23811371624469757, ,0.20293430984020233, ,0.21283258497714996, ,0.10418251156806946, ,0.18012911081314087, ,0.2818816602230072, ,0.2706420123577118, ,0.4784793257713318, ,
6.0,0.2791502773761749, ,0.34324392676353455, ,0.296318382024765, ,0.33760473132133484, ,0.20693235099315643, ,0.23659762740135193, ,0.20042197406291962, ,0.2096000462770462, ,0.10279963910579681, ,0.17828147113323212, ,0.28056246042251587, ,0.26893046498298645, ,0.4765717685222626, ,
7.0,0.2773650884628296, ,0.3414408564567566, ,0.2943688631057739, ,0.33650314807891846, ,0.20533400774002075, ,0.23516179621219635, ,0.19802269339561462, ,0.20662561058998108, ,0.10150628536939621, ,0.1765967458486557, ,0.2792726159095764, ,0.2674846351146698, ,0.47465869784355164, ,
8.0,0.275727778673172, ,0.3396364152431488, ,0.2925969660282135, ,0.33542558550834656, ,0.20396694540977478, ,0.23380951583385468, ,0.19581416249275208, ,0.20391806960105896, ,0.10033828020095825, ,0.17492890357971191, ,0.2779107987880707, ,0.2660057842731476, ,0.4729697108268738, ,
9.0,0.27413979172706604, ,0.338032603263855, ,0.2908894419670105, ,0.33442842960357666, ,0.20277389883995056, ,0.2325080931186676, ,0.1937512904405594, ,0.20139050483703613, ,0.09926952421665192, ,0.1732455939054489, ,0.27662786841392517, ,0.26464125514030457, ,0.4715125560760498, ,
10.0,0.27250003814697266, ,0.33658045530319214, ,0.28941190242767334, ,0.3334178924560547, ,0.20171962678432465, ,0.23136073350906372, ,0.19174669682979584, ,0.19920501112937927, ,0.09829211980104446, ,0.17164021730422974, ,0.2754402756690979, ,0.2633013427257538, ,0.46998652815818787, ,
