name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2),N (mom),bri (kHz),above zero
2022-04-25_multipletau_0cd20_1dot0-0dot1_2100_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:56 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.001948,None,0.189535,None,5.276070382778906,0.189535,0.542913,None,0.457087,None,13.379397,None,0.031034,None,1.0,None,1.0,None,1.0,1.0,0.7159090909090909
2022-04-25_multipletau_0cd20_1dot0-0dot1_2101_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:56 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0025008544157623103,None,0.21072862018863897,None,4.745439889013771,0.21072862018863894,0.4863875237766536,None,0.5136124762233464,None,14.865067779221699,None,1.0022708501722975e-05,None,1.0,None,1.0,None,1.0,1.0,0.75
2022-04-25_multipletau_0cd20_1dot0-0dot1_2102_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:56 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0020638791856930627,None,0.2042123132846802,None,4.896864365891393,0.2042123132846802,0.4881821853699736,None,0.5118178146300264,None,10.898080441143648,None,1.0014692136381685e-05,None,1.0,None,1.0,None,1.0,1.0,0.7045454545454546
2022-04-25_multipletau_0cd20_1dot0-0dot1_2103_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:56 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0036163950451607585,None,0.09560107475633446,None,10.460133450892409,0.09560107475633448,0.08714040741059836,None,0.9128595925894016,None,700.3208045964585,None,10.746432578372643,None,1.0,None,1.0,None,1.0,1.0,0.8068181818181818
2022-04-25_multipletau_0cd20_1dot0-0dot1_2104_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:56 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0019461029477595426,None,0.21480364675195185,None,4.655414445336522,0.21480364675195182,0.44388300690141314,None,0.5561169930985869,None,10.603109063844022,None,1.1055208697142211e-05,None,1.0,None,1.0,None,1.0,1.0,0.7159090909090909
2022-04-25_multipletau_0cd20_1dot0-0dot1_2105_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:56 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0027683244639881144,None,0.11154185403343873,None,8.96524455923257,0.11154185403343872,0.6621283880826674,None,0.3378716119173326,None,19.4661539190757,None,4.950769010142472,None,1.0,None,1.0,None,1.0,1.0,0.7159090909090909
2022-04-25_multipletau_0cd20_1dot0-0dot1_2106_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:56 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0015558617819165788,None,0.2029296406274476,None,4.927816345153195,0.2029296406274476,0.5830698475980498,None,0.4169301524019502,None,11.526312159394797,None,1.0000152655665734e-05,None,1.0,None,1.0,None,1.0,1.0,0.8409090909090909
2022-04-25_multipletau_0cd20_1dot0-0dot1_2107_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:56 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0016185032790436704,None,0.2565376697374061,None,3.8980630058096635,0.2565376697374061,0.37108690280140344,None,0.6289130971985966,None,10.906288989848413,None,1.000050182080663e-05,None,1.0,None,1.0,None,1.0,1.0,0.6931818181818182
2022-04-25_multipletau_0cd20_1dot0-0dot1_2108_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:56 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-0.0008540223464019725,None,0.305377588897507,None,3.2746345388679687,0.305377588897507,0.27312824066762653,None,0.7268717593323735,None,8.332448143585982,None,1.0000550670619664e-05,None,1.0,None,1.0,None,1.0,1.0,0.6931818181818182
2022-04-25_multipletau_0cd20_1dot0-0dot1_2109_correlation-CH1_1,Not known,0cd20_1dot0-0dot1,0,Thu Jul 21 14:53:57 2022,Equation 1A,2,no triplet,1,2D,1.0,8192.0,-6.74342365800662e-05,None,0.21526773303483615,None,4.645378041112055,0.21526773303483615,0.5123209307517155,None,0.4876790692482845,None,10.763627139838416,None,1.0000619504447122e-05,None,1.0,None,1.0,None,1.0,1.0,0.8068181818181818
