Time (ms),average_data,average_data fitted model: ,
1.0,0.07581571288460838, ,
2.0,0.06938711194105554, ,
3.0,0.06379373744805006, ,
4.0,0.058828023316311664, ,
5.0,0.05443241671942498, ,
6.0,0.05049934985952965, ,
7.0,0.04693406676887062, ,
8.0,0.04366359360300112, ,
9.0,0.04063434083271178, ,
10.0,0.03786868717103009, ,
11.0,0.035365402074260775, ,
12.0,0.033102135238089206, ,
13.0,0.031062738200568634, ,
14.0,0.029198843489765473, ,
15.0,0.027461080628015316, ,
16.0,0.0258232714469963, ,
18.0,0.022994273172630725, ,
20.0,0.020459608200168157, ,
22.0,0.018123179732039873, ,
24.0,0.016000220694758868, ,
26.0,0.014006355679157423, ,
28.0,0.012408321238976698, ,
30.0,0.011348531517703812, ,
32.0,0.010172060322465338, ,
36.0,0.013226230023788603, ,
40.0,0.011036470508473594, ,
44.0,0.009017067950611163, ,
48.0,0.007105813132162521, ,
52.0,0.0054593491914183105, ,
56.0,0.004177463518755482, ,
60.0,0.002993882214074932, ,
64.0,0.0018535829523984397, ,
72.0,0.004268318169796368, ,
80.0,0.0022365423683700365, ,
88.0,8.940678469732272e-05, ,
96.0,-0.0020681424728354776,0.07535243894235026,
104.0,-0.004142051960710432,0.06886596341514215,
112.0,-0.005383645962290494,0.06325294730010729,
120.0,-0.006294626919970416,0.05834809186948775,
128.0,-0.007442476219754421,0.054025332907995965,
144.0,-0.005253992097584652,0.050186852118410175,
160.0,-0.007006704179593177,0.04675558578144889,
176.0,-0.008417860497076374,0.04366999752911096,
192.0,-0.009598376712088793,0.04088035518422027,
208.0,-0.01017873278806863,0.03834602986678041,
224.0,-0.011125495210921517,0.03603350423267834,
240.0,-0.010934355543073825,0.03391488173441638,
256.0,-0.010926539223052681,0.0319667557844221,
288.0,-0.011806052080046293,0.030169341370796014,
320.0,-0.012549636624092864,0.028505800708207206,
352.0,-0.013794854185970228,0.026961714158049092,
384.0,-0.013631574588899428,0.024183885469757235,
416.0,-0.014026280341661772,0.021754894600587202,
448.0,-0.013343026404391323,0.01961291349241566,
480.0,-0.014323582060154508,0.017709910227452844,
512.0,-0.015234375676020985,0.016008004306205467,
576.0,-0.012684495594097442,0.014476919392253526,
640.0,-0.013958340894841865,0.013092166411256025,
704.0,-0.014320193438773702,0.011833723836471039,
768.0,-0.013219851222650203,0.009632419874616237,
832.0,-0.01106383727334131,0.007770742207912892,
896.0,-0.01053665800318867,0.0061757214204475955,
960.0,-0.011579921841672289,0.004793894599736281,
1024.0,-0.01246993630352025, ,
