name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1)
average_data,Not known,average_data,average_data,Wed Jan  4 14:03:11 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.021425,0.001205949162655229,0.070589,0.0017801694477919676,14.166513196107042,1.0,0,37.436793,3.869073445252036,1.0,0
