Time (ms),average_data,average_data fitted model: ,
1.0,0.028879907182957708, ,
2.0,0.025487575455622722, ,
3.0,0.02336798490095121, ,
4.0,0.021719971944917957, ,
5.0,0.02032515221394599, ,
6.0,0.01913842467608144, ,
7.0,0.018110581053749058, ,
8.0,0.017115123560504642, ,
9.0,0.01623745605107645, ,
10.0,0.015428857047682881, ,
11.0,0.014749655539703055, ,
12.0,0.014081253394829548, ,
13.0,0.013493178646546068, ,
14.0,0.01280298511902283, ,
15.0,0.012282118421696225, ,
16.0,0.011780172296931742, ,
18.0,0.010724531571170608, ,
20.0,0.009882612056308193, ,
22.0,0.009159816993933813, ,
24.0,0.008438704918446909, ,
26.0,0.0077914876282707355, ,
28.0,0.007188700744623217, ,
30.0,0.006948724041024309, ,
32.0,0.0065419380792522686, ,
36.0,0.008253600827728805, ,
40.0,0.007335453835827989, ,
44.0,0.0063758520240970095, ,
48.0,0.005632229875298362, ,
52.0,0.004826158027921756, ,
56.0,0.004239765410758095, ,
60.0,0.003995720168365307, ,
64.0,0.0034684671632797615, ,
72.0,0.004401407447415742, ,
80.0,0.0033447617445790125, ,
88.0,0.0023828820646634914, ,
96.0,0.0014567736763759114, ,
104.0,0.0005456788599175644, ,
112.0,-8.451804771627168e-05,0.023164175719207758,
120.0,-0.0005738735106631837,0.022307683603536382,
128.0,-0.0011590910699760747,0.021494151122756988,
144.0,-0.00020536935612945468,0.02072042522010244,
160.0,-0.001249423718778032,0.01998365403154311,
176.0,-0.0019536172995482004,0.019281251760674224,
192.0,-0.0028647493704214684,0.01861086835711693,
208.0,-0.0036988632667244088,0.017970363249126372,
224.0,-0.004415008713397519,0.017357782511771388,
240.0,-0.005474189348354177,0.016771338957632453,
256.0,-0.005916757442336998,0.016209394722698098,
288.0,-0.005791243077797848,0.01567044599008588,
320.0,-0.006819167461593919,0.015153109551537935,
352.0,-0.007770961844649272,0.014656110953824249,
384.0,-0.008664185292257374,0.01417827401618351,
416.0,-0.008794362033603832,0.01371851153729061,
448.0,-0.008367999982241808,0.012849257402190492,
480.0,-0.008574928663817039,0.012041138404757082,
512.0,-0.008999176085456863,0.0112879241356084,
576.0,-0.008941802522840863,0.010584202975833172,
640.0,-0.009176070236577008,0.009925251870361525,
704.0,-0.009902843159832064,0.009306930189768102,
768.0,-0.010200631828381436,0.008725592637640792,
832.0,-0.00916255881686938,0.00817801733214324,
896.0,-0.009106962245029793,0.007173034394182324,
960.0,-0.010498951014353998,0.006272636034873737,
1024.0,-0.012283111878777519, ,
