name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1),N (mom),bri (kHz),above zero
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot069-0dot1_0000_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:06:31 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.112532,0.01154573562924792,0.208585,0.010675616096391262,4.794208596016013,0.208585,1.0,0,119.18418,25.40938248767732,1.0,0,1.0,1.0,0.609375
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot069-0dot01_0000_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:06:31 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.004029963578150886,0.0006738340891983166,0.012762382789770103,0.0010220343989407034,78.35527396980808,0.012762382789770103,1.0,0,35.88524863093897,11.652536423391018,1.0,0,1.0,1.0,0.609375
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot069-0dot1_0001_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:06:31 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.08900909382217104,0.008346757891042866,0.32387202728472386,0.011654546194501418,3.0876393011887853,0.32387202728472386,1.0,0,40.89032738019485,6.160926500648861,1.0,0,1.0,1.0,0.5555555555555556
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot069-0dot01_0001_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:06:31 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.2422124618403857,0.045802091952301706,0.28424757661768546,0.045102897870141996,3.5180598965844676,0.28424757661768546,1.0,0,1411.3232441886744,342.4332883337644,1.0,0,1.0,1.0,0.6944444444444444
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot069-0dot01_0002_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:06:31 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.0071783567190173425,0.0011855485901206048,0.014755282928412439,0.0011540301555676977,67.77233651510826,0.01475528292841244,1.0,0,91.10361459393982,31.345614244071903,1.0,0,1.0,1.0,0.59375
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot069-0dot1_0002_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:06:32 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.13630765341407491,0.034416782497878814,0.22913995678341773,0.03129585901666678,4.364145014416654,0.2291399567834177,1.0,0,257.86734060132034,109.34171619831255,1.0,0,1.0,1.0,0.71875
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot069-0dot1_0003_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:06:32 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.28198978189277324,0.04998558863046249,0.4541562925481936,0.04534470341864861,2.201885158056867,0.4541562925481936,1.0,0,243.8884242207854,77.52126936353731,1.0,0,1.0,1.0,0.671875
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot069-0dot01_0003_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:06:32 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.07362441520610663,0.007774390773130064,0.10891608377743896,0.007181704274549644,9.181380429022932,0.10891608377743894,1.0,0,344.4593575943176,61.700802616093064,1.0,0,1.0,1.0,0.6875
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot069-0dot1_0004_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:06:32 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.0503711563579029,0.004532035176031729,0.17136093013776696,0.006587425186629637,5.835635924688563,0.17136093013776696,1.0,0,38.339044964173546,6.077992287935723,1.0,0,1.0,1.0,0.4722222222222222
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot069-0dot01_0004_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:06:32 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.003433694901343598,0.00023164667923759812,0.010728214296659534,0.000283176010868105,93.21215743344837,0.010728214296659534,1.0,0,51.47370616979288,5.943801211552923,1.0,0,1.0,1.0,0.5694444444444444
