Time (ms),2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot2-0dot1_0006_correlation-CH1_1,2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot2-0dot1_0006_correlation-CH1_1 fitted model: ,
1.0,0.03723752871155739,0.03599013318465756,
2.0,0.035746436566114426,0.034657119059078687,
3.0,0.03436299040913582,0.03339447856416271,
4.0,0.03307108208537102,0.03219678218176149,
5.0,0.03175981715321541,0.031059144925917784,
6.0,0.03049267828464508,0.029977159747938603,
7.0,0.029226306825876236,0.02894684048139831,
8.0,0.028049608692526817,0.02796457276985568,
9.0,0.026839684695005417,0.027027071703948156,
10.0,0.025707347318530083,0.026131345121482782,
11.0,0.024603184312582016,0.025274661706583247,
12.0,0.02352665737271309,0.024454523171370195,
13.0,0.022540032863616943,0.023668639923361767,
14.0,0.02152213081717491,0.022914909719452113,
15.0,0.02066321112215519,0.022191398887373433,
16.0,0.019868837669491768,0.02149632576143836,
18.0,0.018447870388627052,0.02018503976781299,
20.0,0.01733456552028656,0.018969321747165535,
22.0,0.016362184658646584,0.017839091382522532,
24.0,0.015349402092397213,0.016785637874263445,
26.0,0.014362359419465065,0.0158013950009921,
28.0,0.013413706794381142,0.014879759105054118,
30.0,0.011947602964937687,0.014014940740849975,
32.0,0.010632249526679516,0.013201842939717913,
36.0,0.015672685862518847,0.011713297386532016,
40.0,0.013852151616010815,0.010383776175346675,
44.0,0.012528969589620829,0.009189088161003164,
48.0,0.011210650948341935,0.008109712083307685,
52.0,0.009352178354747593,0.00712972159584397,
56.0,0.007253192882053554,0.006235994165810568,
60.0,0.004922709236852825,0.0054176200752663745,
64.0,0.0032181441178545356,0.004665454863004605,
72.0,0.005989848022264513,0.0033300176347393178,
80.0,0.0038517231871744366,0.0021805681201231795,
88.0,0.0030174994102377573,0.0011807817495047349,
96.0,0.0018098868319859982,0.00030321500082500404,
104.0,0.0005680866440591424,-0.00047325243379263415,
112.0,0.0011088805556276136,-0.0011651396104292912,
120.0,0.0013285288372763286,-0.0017855526431987817,
128.0,0.0007562649031904968,-0.002345022832944051,
144.0,-0.00241497212118702,-0.0033138403244034574,
160.0,-0.005632638727547601,-0.004123577675201565,
176.0,-0.007423981121974066,-0.004810443654285875,
192.0,-0.010120635475686868,-0.005400433167406917,
208.0,-0.010833567614099593,-0.005912691453032378,
224.0,-0.010798717707075411,-0.006361630758442617,
240.0,-0.007386334581921498,-0.0067583077913819945,
256.0,-0.007985944071939836,-0.007111346573314643,
288.0,-0.003936560955480672,-0.007712458475917736,
320.0,-0.0050855213921749964,-0.008205165458649827,
352.0,-0.0061516108544310555,-0.00861636673353195,
384.0,-0.009103860844334122,-0.008964741814809513,
416.0,-0.011003811174305156,-0.009263667348798191,
448.0,-0.012892411617940525,-0.009522974179820823,
480.0,-0.018737919528835585,-0.00975004920697251,
512.0,-0.020894924411550164,-0.009950550401018506,
576.0,-0.011324829189106822,-0.010288535530574454,
640.0,-0.011130427970783785,-0.010562417640369696,
704.0,-0.013428330421447754,-0.010788853988245107,
768.0,-0.014864871860481799,-0.010979190655721907,
832.0,-0.012903149123303592,-0.011141423106276856,
896.0,-0.0025272874627262354,-0.011281347991451847,
960.0,0.0001010099658742547,-0.011403270388967308,
1024.0,-0.003668901976197958, ,
1152.0,0.013937944546341896, ,
1280.0,0.012262037955224514, ,
1408.0,-0.015543833374977112, ,
1536.0,-0.05832508206367493, ,
1664.0,-0.013940881006419659, ,
1792.0,0.022590987384319305, ,
1920.0,0.013255163095891476, ,
2048.0,-0.02731900103390217, ,
