name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2),N (mom),bri (kHz),above zero
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot08-0dot01_0000_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:40:39 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.5,None,0.537215,None,1.8614521187978743,0.537215,1.0,None,0.0,None,2147.183707,None,1.0,None,1.0,None,1.0,None,1.0,1.0,0.75
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot08-0dot1_0000_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:40:39 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.5,None,0.537215,None,1.8614521187978743,0.537215,1.0,None,0.0,None,2147.183707,None,1.000000000000166,None,1.0,None,1.0,None,1.0,1.0,0.625
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot08-0dot1_0001_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:40:39 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.5,None,0.537215,None,1.8614521187978743,0.537215,1.0,None,0.0,None,2147.183707,None,1.000000000000166,None,1.0,None,1.0,None,1.0,1.0,0.6111111111111112
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot08-0dot01_0001_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:40:39 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.5,None,0.537215,None,1.8614521187978743,0.537215,1.0,None,0.0,None,2147.183707,None,1.000000000000166,None,1.0,None,1.0,None,1.0,1.0,0.5138888888888888
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot08-0dot1_0002_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:40:39 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.08989440220652556,None,0.29685147143197316,None,3.3686880350504214,0.29685147143197316,4.177206358590979e-09,None,0.9999999958227936,None,9992.873062538207,None,38.00794140292757,None,1.0,None,1.0,None,1.0,1.0,0.59375
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot08-0dot01_0002_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:40:39 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.5,None,0.537215,None,1.8614521187978743,0.537215,1.0,None,0.0,None,2147.183707,None,1.000000000000166,None,1.0,None,1.0,None,1.0,1.0,0.6875
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot08-0dot01_0003_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:40:39 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.015033420623672855,None,0.690653486250731,None,1.4479040791187225,0.690653486250731,0.051961618602561155,None,0.9480383813974389,None,100.29218904781169,None,0.00010001704580903812,None,1.0,None,1.0,None,1.0,1.0,0.65625
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot08-0dot1_0003_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:40:39 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.1340353293330997,None,0.5372152772747453,None,1.8614511580402713,0.5372152772747453,0.20455872371412476,None,0.7954412762858752,None,2147.196558656246,None,1.0000056346672872,None,1.0,None,1.0,None,1.0,1.0,0.59375
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot08-0dot1_0004_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:40:39 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.5,None,0.537215,None,1.8614521187978743,0.537215,1.0,None,0.0,None,2147.183707,None,1.000000000000166,None,1.0,None,1.0,None,1.0,1.0,0.625
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_0dot08-0dot01_0004_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:40:39 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.5,None,0.537215,None,1.8614521187978743,0.537215,1.0,None,0.0,None,2147.183707,None,1.000000000000166,None,1.0,None,1.0,None,1.0,1.0,0.5972222222222222
