name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),A2,stdev(A2),txy1,stdev(txy1),txy2,stdev(txy2),alpha1,stdev(alpha1),alpha2,stdev(alpha2),N (mom),bri (kHz),above zero
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_3dot0-0dot1_0000_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:59:35 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.009301,None,0.055758,None,17.934646149431472,0.055757999999999995,0.571021,None,0.428979,None,30.07934,None,3.201041,None,1.0,None,1.0,None,1.0,1.0,0.625
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_3dot0-0dot01_0000_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:59:35 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.0014827629489733152,None,0.04777966356938212,None,20.92940647327651,0.04777966356938212,5.895255950072453e-10,None,0.9999999994104745,None,469.2703333082893,None,0.8972802348905142,None,1.0,None,1.0,None,1.0,1.0,0.375
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_3dot0-0dot1_0001_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:59:35 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.1660254223770835,None,0.20712810868825712,None,4.8279299527862385,0.2071281086882571,0.8505652574413316,None,0.1494347425586684,None,9999.999927559922,None,1.8330528710333867,None,1.0,None,1.0,None,1.0,1.0,0.8055555555555556
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_3dot0-0dot01_0001_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:59:35 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.018343789684139744,None,0.05412796272143901,None,18.47473929780697,0.054127962721439014,0.3281596440640382,None,0.6718403559359618,None,800.686855223877,None,9.665586718131205,None,1.0,None,1.0,None,1.0,1.0,0.5833333333333334
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_3dot0-0dot1_0002_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:59:35 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.059929556402268824,None,0.10908991907807988,None,9.16674985599963,0.10908991907807988,0.6137094349755445,None,0.38629056502445547,None,1037.2671966380371,None,0.5943554888715117,None,1.0,None,1.0,None,1.0,1.0,0.765625
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_3dot0-0dot01_0002_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:59:35 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.004965838573496639,None,0.052405094174589696,None,19.082114358357213,0.052405094174589696,0.5902969345880706,None,0.40970306541192936,None,17.586060235442513,None,0.7377289830391167,None,1.0,None,1.0,None,1.0,1.0,0.6875
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_3dot0-0dot01_0003_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:59:35 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.0014250633575476623,None,0.043208667601926425,None,23.143504660056117,0.043208667601926425,0.9999999999975717,None,2.4282797994601424e-12,None,1.446002157089475,None,17.189248803925427,None,1.0,None,1.0,None,1.0,1.0,0.453125
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_3dot0-0dot1_0003_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:59:35 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.00620392920547852,None,0.05630019722650644,None,17.761927120375958,0.056300197226506435,0.9999867780393767,None,1.3221960623255313e-05,None,18.80528704148452,None,7.489740942770838,None,1.0,None,1.0,None,1.0,1.0,0.703125
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_3dot0-0dot1_0004_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:59:36 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.012664318205331648,None,0.38622756552814813,None,2.589147148605374,0.3862275655281482,0.10627214159515486,None,0.8937278584048451,None,34.555138376137144,None,0.013237348344371175,None,1.0,None,1.0,None,1.0,1.0,0.5138888888888888
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_3dot0-0dot01_0004_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:59:36 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.015919624108390873,None,0.06291579552729258,None,15.894259805809888,0.06291579552729258,0.4848547943158533,None,0.5151452056841467,None,148.84462254397522,None,1.6177077215061921,None,1.0,None,1.0,None,1.0,1.0,0.6527777777777778
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_3dot0-0dot1_0005_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:59:36 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.02456575907584546,None,0.2743917978280029,None,3.644423805360357,0.2743917978280029,0.29281645308835524,None,0.7071835469116448,None,44.21480071428777,None,0.016916014585846257,None,1.0,None,1.0,None,1.0,1.0,0.59375
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_3dot0-0dot01_0005_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Thu Jan  5 15:59:36 2023,Equation 1A,2,no triplet,1,2D,1.0,1024.0,-0.049490879695088585,None,1.1978253612804344,None,0.8348462408001064,1.1978253612804344,0.05846005423408035,None,0.9415399457659197,None,298.0906299118049,None,0.013923715804813826,None,1.0,None,1.0,None,1.0,1.0,0.734375
