name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1),N (mom),bri (kHz),above zero
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_1dot0-0dot01_0000_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 13:56:37 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.003443,0.0005711880633368732,0.046476,0.005306652561305,21.51648162492469,0.046476,1.0,0,3.330366,0.7788509787480102,1.0,0,1.0,1.0,0.40625
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_1dot0-0dot1_0000_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 13:56:37 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.499999992152109,0.10673627517840996,0.6091845928416336,0.08032212631531006,1.6415385611368614,0.6091845928416336,1.0,0,856.3226703560716,205.930519768845,1.0,0,1.0,1.0,0.671875
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_1dot0-0dot1_0001_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 13:56:37 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.24076428246832682,0.038055747288857654,0.5160961155498235,0.03487574165744709,1.9376235741178736,0.5160961155498235,1.0,0,128.6824475953946,35.452872170956375,1.0,0,1.0,1.0,0.6111111111111112
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_1dot0-0dot01_0001_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 13:56:37 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.0028627819959096135,0.0005148454496774901,0.046713003791094034,0.003493610432240616,21.407315283601026,0.046713003791094034,1.0,0,4.782126556737577,0.7978599073762338,1.0,0,1.0,1.0,0.5694444444444444
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_1dot0-0dot01_0002_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 13:56:37 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.012471782548307608,0.001306956258922007,0.05806018445870809,0.0032376927463469997,17.22350711288545,0.058060184458708086,1.0,0,17.901504428788385,3.25996092025678,1.0,0,1.0,1.0,0.59375
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_1dot0-0dot1_0002_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 13:56:37 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.028521159063681245,0.008024917467744913,0.12105370010391629,0.014147719837626629,8.26079664761646,0.1210537001039163,1.0,0,28.737411489062453,12.772660349499224,1.0,0,1.0,1.0,0.6875
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_1dot0-0dot1_0003_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 13:56:37 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.2009070914514699,0.032343386074302066,0.35595804903385714,0.029457839277377718,2.809319813708959,0.35595804903385714,1.0,0,266.5961771990261,67.46629749171413,1.0,0,1.0,1.0,0.6875
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_1dot0-0dot01_0003_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 13:56:37 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.004027480768413416,0.0006107700683656083,0.051425686225042504,0.004068207469728458,19.44553536191871,0.051425686225042504,1.0,0,4.889167669835648,0.8678498036785199,1.0,0,1.0,1.0,0.5
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_1dot0-0dot01_0004_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 13:56:37 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.007808877702399797,0.0015384925889744235,0.04234789005291673,0.00525130210560687,23.613927370417468,0.04234789005291673,1.0,0,11.60189813463368,4.090551617235707,1.0,0,1.0,1.0,0.6388888888888888
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_1dot0-0dot1_0004_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 13:56:37 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.030789969816697127,0.003557170984100349,0.17470921690568608,0.007725778104475417,5.723796475716754,0.17470921690568608,1.0,0,21.437620761460302,3.284597816114611,1.0,0,1.0,1.0,0.5972222222222222
