name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1)
average_data,Not known,average_data,average_data,Wed Jan  4 14:07:54 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.065475,0.0030376231592244827,0.119252,0.002740846912356389,8.385603595746822,1.0,0,165.527944,14.242407202805843,1.0,0
