name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),alpha1,stdev(alpha1),N (mom),bri (kHz),above zero
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_10dot0-0dot01_0000_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:01:59 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.001292,0.0001991408795961165,0.243763,0.3873365651662321,4.102345310814193,0.24376299999999998,1.0,0,0.097685,0.16756796348055558,1.0,0,1.0,1.0,0.25
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_10dot0-0dot1_0000_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:01:59 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.08220887455908898,0.011353065735568189,0.1622597417210787,0.010994198104903678,6.162958164440939,0.1622597417210787,1.0,0,93.00253955553455,27.640299842130837,1.0,0,1.0,1.0,0.609375
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_10dot0-0dot1_0001_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:01:59 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.024145340290718353,0.0034839456648482,0.13185697200357896,0.0073515837004499585,7.583975157361094,0.13185697200357896,1.0,0,22.307463081397618,4.366268156547068,1.0,0,1.0,1.0,0.6111111111111112
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_10dot0-0dot01_0001_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:01:59 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.0013506266160678848,0.00017804045773165702,0.06342958528387806,0.013737057766598731,15.765513766557303,0.06342958528387806,1.0,0,0.5964070338243433,0.17838341016149786,1.0,0,1.0,1.0,0.3333333333333333
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_10dot0-0dot1_0002_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:01:59 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.10997943905897045,0.009210848027404938,0.27367831608850823,0.009565675407324059,3.6539248497736208,0.27367831608850823,1.0,0,73.9298962384573,11.56106318995091,1.0,0,1.0,1.0,0.59375
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_10dot0-0dot01_0002_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:01:59 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.0009977116921657814,0.000337461885451385,0.03464714052903155,0.0047066445276332846,28.862410713579077,0.03464714052903155,1.0,0,2.1978409861934183,0.5556949294059923,1.0,0,1.0,1.0,0.6875
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_10dot0-0dot01_0003_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:01:59 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.043235795074689776,0.007259072647548497,0.0813658790137138,0.00654589644503467,12.290164035854085,0.0813658790137138,1.0,0,199.78904791710238,55.8080158517149,1.0,0,1.0,1.0,0.6875
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_10dot0-0dot1_0003_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:01:59 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.0764465695178892,0.011947525904306405,0.15421914615687576,0.01088097884883008,6.484279189192072,0.15421914615687576,1.0,0,137.68467734864467,38.79068110755597,1.0,0,1.0,1.0,0.6875
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_10dot0-0dot1_0004_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:01:59 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.059961690536039836,0.007866407361428613,0.17879652030832438,0.010664122438910413,5.592950009740442,0.17879652030832438,1.0,0,42.905077782990205,10.832778956817345,1.0,0,1.0,1.0,0.5277777777777778
2023-01-04_multipletau_labthresh-0dot04_avgcorrs_10dot0-0dot01_0004_correlation-CH1_1,Not known,labthresh-0dot04_avgcorrs,0,Wed Jan  4 14:01:59 2023,Equation 1A,1,no triplet,1,2D,1.0,1024.0,-0.49999999734687617,0.6274951158188463,0.5475657692862085,0.2805572834427238,1.8262646353945247,0.5475657692862085,1.0,0,3350.6693846982134,2122.0648834839917,1.0,0,1.0,1.0,0.7083333333333334
