name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),AR1,stdev(AR1),alpha1,stdev(alpha1),N (mom),bri (kHz)
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF4884_T39s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:20:34,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0033663941251686758,,0.08143059188943483,,12.280397044857345,42.530987968854745,1,,0.3269417478216603,,5,,0.5,,6.470131337926487,80.72843012224067
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF4887_T75s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:20:34,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.007419981441851018,,0.07472669899384746,,13.38209787752479,37.945994974402865,1,,0.1478427563314951,,5,,0.5,,7.416931884136346,68.46799027171768
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF4889_T106s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:20:34,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.012560429460778151,,0.1188783524972818,,8.4119604536315,68.8217180072649,1,,2.068304167657401,,5,,0.5293411656089743,,2.5795615291824543,224.43912385442556
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48814_T159s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:20:34,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.00993019685922127,,0.0737269469925561,,13.563561774787255,37.08070836720359,1,,0.15409972013332573,,5,,0.5,,9.145628068780526,54.99585522766864
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48823_T268s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:20:34,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.003735693398667131,,0.08499379687361865,,11.765564509218807,44.271488309168504,1,,0.4094969899864336,,5,,0.5,,5.6274301650513205,92.56536145633959
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48823_T287s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:20:34,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.00015334659592632983,,0.12243973805950632,,8.167283072052923,68.45219180463906,1,,1.4260787198460274,,5,,0.6456154116830728,,2.845674811503627,196.4723415046846
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48825_T292s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:20:34,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.008740353389544715,,0.08667519183890936,,11.537326641959504,46.76940805442821,1,,0.3643160052468614,,5,,0.5,,5.344055959419828,100.97591296121487
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48829_T341s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:20:34,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0032638821003252508,,0.09185319500526276,,10.88693757405722,51.89776273059605,1,,0.8698196611497792,,5,,0.5,,4.773809488683417,118.36164964777767
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48829_T342s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:20:34,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.008295077575552763,,0.08357171251445333,,11.965771310801543,41.07141676931049,1,,0.22752659644198656,,5,,0.5,,5.656176065177315,86.89187861736673
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48832_T378s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:20:35,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.003900835635958807,,0.07616537831190476,,13.129324926410805,38.53885105712647,1,,0.3799323290629153,,5,,0.5,,6.063669973321157,83.45018871859035
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48840_T474s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:20:35,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.006492792936670921,,0.06660984563732321,,15.012795637521704,33.02343025070868,1,,0.0956912105597385,,5,,0.5207780828483005,,11.941273698278206,41.519759281268925
