name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),AR1,stdev(AR1),alpha1,stdev(alpha1),N (mom),bri (kHz)
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF4884_T39s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:19:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.007222113108217037,,0.06631156284087569,,15.080326223039659,34.63435811949633,1,,0.4562006279006304,,5,,1,,6.470131337926487,80.72843012224067
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF4887_T75s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:19:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.010032699776689595,,0.060009630677135765,,16.663991907902368,30.472711557590017,1,,0.24332508008235942,,5,,1,,7.416931884136346,68.46799027171768
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF4889_T106s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:19:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.01952055446600525,,0.10116985712145912,,9.884367028407024,58.56981722393524,1,,2.431508421755975,,5,,1,,2.5795615291824543,224.43912385442556
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48814_T159s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:19:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0128071300541947,,0.05930379802824396,,16.86232641497499,29.82663638540308,1,,0.23584374701420133,,5,,1,,9.145628068780526,54.99585522766864
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48823_T268s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:19:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.008024850860701876,,0.06952562233845518,,14.383186606110996,36.21444022698989,1,,0.5466224309900796,,5,,1,,5.6274301650513205,92.56536145633959
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48823_T287s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:19:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.0042856463483803625,,0.11087162675666663,,9.019440133179707,61.98482601090837,1,,1.6236593189875708,,5,,1,,2.845674811503627,196.4723415046846
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48825_T292s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:19:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.012641731337620296,,0.07089485708922375,,14.105395525961267,38.254435090593276,1,,0.523761633017037,,5,,1,,5.344055959419828,100.97591296121487
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48829_T341s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:19:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.007853712912196756,,0.07547332385192264,,13.249714587394916,42.643009353480814,1,,1.2919978502595009,,5,,1,,4.773809488683417,118.36164964777767
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48829_T342s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:19:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.011467077327543334,,0.06756999346106725,,14.79946865136496,33.20735305093958,1,,0.3666229320128054,,5,,1,,5.656176065177315,86.89187861736673
2022-02-10_tttr2xfcs_with_weights_CH2_BIN1dot0_DiO LUV 10uM in 20 nM AF48832_T378s_1_weights_random_correlation-CH2_2,Not known,tttr2xfcs_with_weights,,12 February 2022 20:19:44,Equation 1B,1,Triplet Eq 2A,1,,0.001018,939.52409,0.007976318521571948,,0.06184873472208698,,16.168479508811796,31.29478548331033,1,,0.4978668039942186,,5,,1,,6.063669973321157,83.45018871859035
