name_of_plot,master_file,parent_name,parent_uqid,time of fit,Diff_eq,Diff_species,Triplet_eq,Triplet_species,Dimen,xmin,xmax,offset,stdev(offset),GN0,stdev(GN0),N (FCS),cpm (kHz),A1,stdev(A1),txy1,stdev(txy1),AR1,stdev(AR1),alpha1,stdev(alpha1),N (mom),bri (kHz)
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF4884_T39s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.003710762901030689,,0.18410005661143797,,5.431828856579889,0.09615498439994072,1,,6.149859449185958,,5,,0.6163260932276059,,94.08384920200604,5.551403875616233
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF4887_T75s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.004425901346067981,,0.16063226245941478,,6.225399460165477,0.08156858400119843,1,,3.4755256724549697,,5,,0.6198443491111311,,-389.43446087526047,-1.3039345389882881
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF4889_T106s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.04744621058706621,,0.3623558452609372,,2.7597181419272725,0.2097770643431701,1,,8.874371480370236,,5,,0.884500091009483,,4.807669592487452,120.41709357285984
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48814_T159s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.0045783169798354765,,0.14524174141580462,,6.885073053049914,0.07304882238956695,1,,3.713943316050417,,5,,0.5,,-38.45817579448734,-13.077752476780711
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48823_T268s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.013538849420539192,,0.21595391982617065,,4.630617498422521,0.11248587295281728,1,,8.752432500540126,,5,,0.6408919948660033,,31.96252200103619,16.296557501255304
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48823_T287s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.004424572509282233,,0.3707823567278824,,2.6969999565915193,0.2072927090727512,1,,4.749857676280168,,5,,1.122547938931009,,5.496844439507286,101.70716335310185
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48825_T292s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.0037034949398549325,,0.2204746840902708,,4.535668138617501,0.11896680292388004,1,,7.96371810430731,,5,,0.5804901631773525,,25.84208815262441,20.88043200606162
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48829_T341s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.03896173432508751,,0.2721764492364966,,3.674087169573922,0.1537817904159186,1,,24.959229208181263,,5,,0.540580667078611,,19.751317110169538,28.606078682824307
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48829_T342s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.0031089903005712335,,0.2039121156803343,,4.904073486087821,0.10021284996368182,1,,5.804435319142675,,5,,0.746733364167624,,29.68294835304492,16.55668430269557
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48832_T378s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.0020637680705829485,,0.18327012370603238,,5.456426720178422,0.0927326845512952,1,,7.731597116536895,,5,,0.7224771068683054,,47.10215991352517,10.74237623185489
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48840_T474s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.0021104490956850535,,0.11688666725060406,,8.555295685315487,0.05794937169206201,1,,1.5586412906010627,,5,,0.587329426358722,,-21.530248913931644,-23.026860320303157
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48842_T497s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.005904120202703548,,0.10958477730276393,,9.125355041213176,0.05218927878733768,1,,5.888351747288992,,5,,0.5,,-19.529540669300456,-24.38591517156177
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48843_T546s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.005183473652640401,,0.14481010747236664,,6.905595316893366,0.07299311574809245,1,,2.7206730728785953,,5,,0.6304899346978171,,-39.518582167920904,-12.755036133236151
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48844_T521s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.002826814551619676,,0.14600987731583973,,6.848851724166993,0.07559902410730253,1,,3.864650692565462,,5,,0.5446958467980635,,-41.63349426764531,-12.436297784010401
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48846_T584s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,0.016625431000969207,,0.23148200209132877,,4.319990284192637,0.13476599177556925,1,,13.910242221516972,,5,,0.6511820460565458,,15.473628211746329,37.62451806804643
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48848_T610s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.035136364421354385,,0.565210635459422,,1.7692519164774152,0.31457421027858956,1,,14.15071347054196,,5,,0.7416273014680111,,3.2255145530641403,172.54953995486898
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48851_T607s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.035918024662989025,,0.37888212868528975,,2.6393432793200664,0.2088463790343966,1,,15.591591542681162,,5,,0.6912755172515691,,6.673288325340178,82.60055427150475
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48861_T728s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.001481909048022282,,0.11273532039577713,,8.87033448336621,0.05404330059481853,1,,1.3354214993771807,,5,,0.5,,-18.917937659356713,-25.340086507936288
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48866_T787s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.007278445031595167,,0.2917516582743173,,3.4275726345992434,0.14612482635116253,1,,7.261134179994702,,5,,0.8967193893207114,,9.359702607694256,53.51168750546279
2022-02-10_multipletau_CH2_BIN0dot001_us_DiO LUV 10uM in 20 nM AF48869_T823s_1_NOCORR_correlation-CH2_2,Not known,multipletau,,12 February 2022 21:05:00,Equation 1B,1,Triplet Eq 2A,1,,0.001,983.04,-0.005435379092601362,,0.13362416402912747,,7.483676378937117,0.0694969814632182,1,,6.053901650393035,,5,,0.5,,-28.668786647616855,-18.141435526599086
