Time (ms),2022-04-25_multipletau_dirty_0dot2-0dot1_0312_correlation-CH1_1,2022-04-25_multipletau_dirty_0dot2-0dot1_0312_correlation-CH1_1 fitted model: ,
1.0,1.290629506111145,1.2608868838496048,
2.0,1.2784628868103027,1.2481577582420567,
3.0,1.265579342842102,1.235664230317508,
4.0,1.2529771327972412,1.2233998191938857,
5.0,1.2403274774551392,1.2113582795330264,
6.0,1.2279146909713745,1.1995335909361449,
7.0,1.2141120433807373,1.1879199479071092,
8.0,1.2000912427902222,1.176511750348367,
9.0,1.1854928731918335,1.1653035945568269,
10.0,1.170754313468933,1.154290264689286,
11.0,1.1560226678848267,1.143466724669079,
12.0,1.141899585723877,1.1328281105075624,
13.0,1.1282672882080078,1.1223697230158436,
14.0,1.114555835723877,1.1120870208838018,
15.0,1.1018856763839722,1.1019756141049937,
16.0,1.0894804000854492,1.0920312577274385,
18.0,1.06635582447052,1.0726274062780572,
20.0,1.0446465015411377,1.0538441893254171,
22.0,1.022457480430603,1.035652298975451,
24.0,1.0006884336471558,1.0180242440588885,
26.0,0.9805763959884644,1.0009342115115138,
28.0,0.9613077044487,0.984357940255999,
30.0,0.942596971988678,0.9682726062894156,
32.0,0.9236820936203003,0.9526567178318031,
36.0,0.8847773671150208,0.9227534047688142,
40.0,0.850016176700592,0.8944992682214693,
44.0,0.8181054592132568,0.8677615404251547,
48.0,0.7890574932098389,0.8424213325504764,
52.0,0.7628213763237,0.8183718673407027,
56.0,0.7393949627876282,0.7955169751118489,
60.0,0.7151346802711487,0.7737698084393074,
64.0,0.6954728960990906,0.7530517393113956,
72.0,0.6665054559707642,0.7144239080543457,
80.0,0.6455026865005493,0.6791358123324048,
88.0,0.6222984790802002,0.6467722733494707,
96.0,0.5913220047950745,0.6169841913073327,
104.0,0.5634473562240601,0.589475902225588,
112.0,0.5428186655044556,0.563995330660387,
120.0,0.5287014245986938,0.5403262426336668,
128.0,0.5162771940231323,0.5182820941272127,
144.0,0.47942861914634705,0.4784422792548664,
160.0,0.4486209750175476,0.44341225440933807,
176.0,0.40979692339897156,0.4123705884517478,
192.0,0.3842270076274872,0.38467282431984723,
208.0,0.38960766792297363,0.35980625444002234,
224.0,0.41665932536125183,0.3373578900394223,
240.0,0.44429802894592285,0.31699134184296895,
256.0,0.46413853764533997,0.29842984784958143,
288.0,0.4712475836277008,0.26584029440816076,
320.0,0.43327438831329346,0.2381576728539101,
352.0,0.37309473752975464,0.2143513365287552,
384.0,0.31010422110557556,0.19366038741407915,
416.0,0.26433753967285156,0.1755108451035043,
448.0,0.22025802731513977,0.15946157144458423,
480.0,0.161223903298378,0.14516794122622864,
512.0,0.10999952256679535,0.13235681687036996,
576.0,0.13274963200092316,0.11034620668637568,
640.0,0.08555638790130615,0.09211699004910581,
704.0,0.054208092391490936,0.07677179319690455,
768.0,-0.007489844225347042,0.06367637224253397,
832.0,-0.03485709801316261,0.052369755826260966,
896.0,-0.05848950520157814,0.04250885651684175,
960.0,-0.0953594446182251,0.03383305222249999,
1024.0,-0.13873924314975739,0.02614081369369428,
1152.0,-0.14732404053211212,0.013106124178242765,
1280.0,-0.15364642441272736,0.0024806335120742262,
1408.0,-0.15145152807235718,-0.006347090426155888,
1536.0,-0.17131778597831726,-0.013797716715691744,
1664.0,-0.17389234900474548,-0.020170164583843186,
1792.0,-0.12730452418327332,-0.025682677479010665,
1920.0,-0.08606074005365372,-0.030498319868565216,
2048.0,0.056945908814668655,-0.03474137927971205,
2304.0,0.11212244629859924,-0.04187482439445772,
2560.0,0.1494205892086029,-0.04763782140459479,
2816.0,0.12804970145225525,-0.05239068636275924,
3072.0,0.042365409433841705,-0.056377601584095764,
3328.0,-0.0823952853679657,-0.05976991557804697,
3584.0,-0.13504435122013092,-0.06269141434182526,
3840.0,-0.13913388550281525,-0.06523375332953597,
4096.0,-0.09807612001895905,-0.06746624715126004,
4608.0,-0.104191854596138,-0.07120365826232378,
5120.0,-0.1677783727645874,-0.07420861647748354,
5632.0,-0.17329664528369904,-0.07667722363456106,
6144.0,0.013466941192746162,-0.07874131323624267,
6656.0,0.050676003098487854,-0.0804927849453828,
7168.0,0.09239847958087921,-0.08199766065712312,
7680.0,-0.027857981622219086,-0.08330459401597205,
8192.0,-0.1117066964507103, ,
9216.0,-0.014962766319513321, ,
10240.0,0.013740504160523415, ,
11264.0,0.020307745784521103, ,
12288.0,-0.009931430220603943, ,
13312.0,0.11018659919500351, ,
14336.0,-0.10070282220840454, ,
