Time (ms),0cd20,0cd20 fitted model: ,19e3e,19e3e fitted model: ,34a6d,34a6d fitted model: ,484af,484af fitted model: ,714af,714af fitted model: ,34766,34766 fitted model: ,c1204,c1204 fitted model: ,fe81d,fe81d fitted model: ,ff67b,ff67b fitted model: ,dirty,dirty fitted model: ,
1.0,0.04690131860628366, ,0.04556752514115537, ,0.04524956047284923, ,0.04615558277842381, ,0.045029069987366666, ,0.05097033249602901, ,0.04616163606946984, ,0.04323702013895605, ,0.04526585297772534, ,0.40793676882361374, ,
2.0,0.045986388313913676, ,0.04476023794483404, ,0.04442906421890495, ,0.045164617301105596, ,0.04405134215208513, ,0.0500778901129425, ,0.04530548713176597, ,0.04229888252688578, ,0.04428302335108907, ,0.4022682178206742, ,
3.0,0.04511278402380312, ,0.04398765500874305, ,0.043646271256167414, ,0.04423236109905963, ,0.04311533371585753, ,0.04923597097115444, ,0.04449150296826417, ,0.04139175119534718, ,0.04334253550750808, ,0.39703261621296404, ,
4.0,0.04427917981424283, ,0.04324536257037438, ,0.04289553401954222, ,0.043330332726615364, ,0.04221718758019013, ,0.04842625281994613, ,0.043710811195749766, ,0.04051244140559562, ,0.04243748610018082, ,0.3921624281381567, ,
5.0,0.04349140672147581, ,0.042530532215698205, ,0.042173897406873884, ,0.0424546190979723, ,0.04135071431201967, ,0.04765079248187353, ,0.042963763144105035, ,0.03966413610001688, ,0.04156677484325397, ,0.3875723251327872, ,
6.0,0.04273548166674027, ,0.04183931009672847, ,0.04148436849311794, ,0.04162348498650592, ,0.040520729799917735, ,0.046914622894481575, ,0.04224542031685511, ,0.03885222264164495, ,0.040736840700724, ,0.38323245365172626, ,
7.0,0.042010477481608334, ,0.04117319539966448, ,0.04081807845903423, ,0.040819180281765816, ,0.039719235419028706, ,0.04620167448875501, ,0.04155579758874068, ,0.038115465668861974, ,0.03993819224043986, ,0.3791107712623974, ,
8.0,0.04131113273120418, ,0.04052740577862441, ,0.040177798383062915, ,0.040038214949555964, ,0.03894456089767334, ,0.045506201647624055, ,0.04088915752062033, ,0.037435725016446514, ,0.03916495986696747, ,0.37516514599944156, ,
9.0,0.04063738870060014, ,0.039902738668231436, ,0.039560368040814094, ,0.03927578043072022, ,0.03819267037878191, ,0.04483200405664045, ,0.04024454187403651, ,0.03679944034268105, ,0.03841489075773185, ,0.3713722956863542, ,
10.0,0.03999063379972968, ,0.03929972783483339, ,0.038966712201226675, ,0.03852717374391157, ,0.03745081752434477, ,0.044181285104412826, ,0.039617772593909334, ,0.03619976797442737, ,0.037671384455028614, ,0.36772299869606895, ,
11.0,0.03936794226432277, ,0.038715668073225115, ,0.03839267664057697, ,0.037803429302846574, ,0.036731066195281235, ,0.04355022159451954, ,0.03901275946157621, ,0.035619774607948136, ,0.03694806132786056, ,0.36417023578037816, ,
12.0,0.038762585903258664, ,0.0381484300779007, ,0.037836583768761395, ,0.037109306571241334, ,0.036024485704964485, ,0.04293791270687533, ,0.03843022249837188, ,0.035059948037527634, ,0.036251490848893335, ,0.36075801578660804, ,
13.0,0.038181314654520286, ,0.03759735919083567, ,0.03729699782389623, ,0.03643779011724664, ,0.03533446204268953, ,0.04234313801024779, ,0.03786542014291523, ,0.03451898872679981, ,0.035589996565093276, ,0.35746190456052623, ,
14.0,0.03761586819893818, ,0.03706217095585505, ,0.03677334078906366, ,0.035781407722091076, ,0.03465813698598763, ,0.04175931796190335, ,0.03730833689939785, ,0.03399145841810627, ,0.03494683759266971, ,0.35425297849501175, ,
15.0,0.0370777792223694, ,0.03654165031724586, ,0.03626501017668903, ,0.03519099527675149, ,0.03402288430989101, ,0.041192822255488995, ,0.03676654207222956, ,0.033474132965494514, ,0.03434053316752436, ,0.35112485067918897, ,
16.0,0.03655541162694648, ,0.03603585464960581, ,0.035772381319145626, ,0.03462061877261928, ,0.0334018243027369, ,0.04064146291946979, ,0.036237808750242205, ,0.03298266423581122, ,0.033798950150155035, ,0.3480970533005893, ,
18.0,0.03555049572485624, ,0.035065740005497975, ,0.034827934237409555, ,0.03349844107015742, ,0.032236751611832974, ,0.03955887471788007, ,0.03520455016880065, ,0.032033055202100834, ,0.03280993912195433, ,0.34228120440617205, ,
20.0,0.03459671654984918, ,0.034145013503017366, ,0.033932173809024115, ,0.03248442189513351, ,0.03129569020682386, ,0.03855184331308487, ,0.03426153170843179, ,0.03113404725383291, ,0.03191161007490209, ,0.33670070881644887, ,
22.0,0.03369219752534251, ,0.033267454503290446, ,0.03308234013454526, ,0.03154940381579155, ,0.03044320190637991, ,0.03758405615314305, ,0.0333934247870236, ,0.03028232827318627, ,0.031065221972710128, ,0.3314355496627589, ,
24.0,0.03282945962859593, ,0.03244236326397815, ,0.03227451241468923, ,0.030677413644952526, ,0.029637829214985763, ,0.03666639163178934, ,0.0325746763339068, ,0.029476273393927943, ,0.030258705438945883, ,0.3264157877427836, ,
26.0,0.03200408193855658, ,0.031654635203820856, ,0.03150385549141957, ,0.029834579237529055, ,0.028871527986952684, ,0.0357970082629874, ,0.031793798604015766, ,0.028708351872118978, ,0.02949124024546702, ,0.3215481800120324, ,
28.0,0.031218307576049438, ,0.03090218808476528, ,0.030769349597769495, ,0.02901682821135941, ,0.028143512837302227, ,0.034968103774615546, ,0.031051366477676316, ,0.0279746104986324, ,0.028761890740217275, ,0.31684063517488537, ,
30.0,0.030461584227447658, ,0.030180961818714352, ,0.03006538193385373, ,0.028223881256773317, ,0.02744837803114857, ,0.03417147143924837, ,0.030346151292720374, ,0.027268279300757363, ,0.02806793571212813, ,0.3123346599067251, ,
32.0,0.029735780769120583, ,0.02948832765109053, ,0.02938815901655979, ,0.027463455895538166, ,0.02678483837915884, ,0.03340641468455144, ,0.029669918896009524, ,0.026586138858754865, ,0.027403507148012464, ,0.30802365966451667, ,
36.0,0.02837495999794799, ,0.02820210378110347, ,0.028122993436135703, ,0.026019691652115838, ,0.02555004166198204, ,0.03193164749318908, ,0.028396499282119018, ,0.02532668508012577, ,0.026158128821668233, ,0.2997927614984413, ,
