Time (ms),2022-04-25_multipletau_dirty_0dot2-0dot01_2219_correlation-CH1_1,2022-04-25_multipletau_dirty_0dot2-0dot01_2219_correlation-CH1_1 fitted model: ,
1.0,0.24615657329559326,0.2483581237348063,
2.0,0.24521589279174805,0.2474229161007936,
3.0,0.24431051313877106,0.2464939490484967,
4.0,0.24339939653873444,0.24557116032111953,
5.0,0.24252061545848846,0.24465448848722993,
6.0,0.2416420578956604,0.24374387292712685,
7.0,0.24076995253562927,0.24283925381947713,
8.0,0.2398916333913803,0.24194057212821563,
9.0,0.23902297019958496,0.24104776958970214,
10.0,0.2381666600704193,0.2401607887001293,
11.0,0.23725970089435577,0.2392795727031769,
12.0,0.23633943498134613,0.23840406557790494,
13.0,0.23546166718006134,0.23753421202688257,
14.0,0.23457174003124237,0.23666995746454483,
15.0,0.23367410898208618,0.23581124800577485,
16.0,0.2328091561794281,0.23495803045470398,
18.0,0.23111450672149658,0.23326786167272673,
20.0,0.22950153052806854,0.23159903892439682,
22.0,0.22793568670749664,0.22995116036180047,
24.0,0.22646719217300415,0.22832383416072788,
26.0,0.2249707728624344,0.22671667821007108,
28.0,0.2235441356897354,0.2251293198126995,
30.0,0.2222246527671814,0.22356139539732262,
32.0,0.22097326815128326,0.22201255024087074,
36.0,0.21860145032405853,0.218970721457943,
40.0,0.21641285717487335,0.21600116271506659,
44.0,0.21417948603630066,0.21310132868080325,
48.0,0.21171192824840546,0.21026879216460587,
52.0,0.2089856117963791,0.20750123734109355,
56.0,0.20615465939044952,0.20479645343536795,
60.0,0.20335368812084198,0.20215232883318107,
64.0,0.20068946480751038,0.19956684558297708,
72.0,0.1957198679447174,0.19456416916305558,
80.0,0.1911584436893463,0.18977396680166458,
88.0,0.18683971464633942,0.1851829836572423,
96.0,0.18225890398025513,0.18077904493759184,
104.0,0.17729157209396362,0.17655094808849245,
112.0,0.17266933619976044,0.17248836764371825,
120.0,0.16824211180210114,0.16858177103498231,
128.0,0.16408616304397583,0.1648223439167159,
144.0,0.15823031961917877,0.157712940763383,
160.0,0.15438063442707062,0.15110165866774516,
176.0,0.152268186211586,0.1449379182020503,
192.0,0.15157100558280945,0.13917776355941186,
208.0,0.1502862274646759,0.13378281268126865,
224.0,0.14839522540569305,0.1287194009401764,
240.0,0.1462494283914566,0.12395787798764588,
256.0,0.14442983269691467,0.11947202673043689,
288.0,0.1378818154335022,0.11123681881717282,
320.0,0.12733016908168793,0.1038562206682562,
352.0,0.11498098820447922,0.09720376357883806,
384.0,0.10119015723466873,0.09117675960489023,
416.0,0.08788961917161942,0.08569096295632259,
448.0,0.07650472968816757,0.08067660776664771,
480.0,0.06795177608728409,0.07607542530194104,
512.0,0.06095515936613083,0.07183836932247196,
576.0,0.04372735321521759,0.06429641948100477,
640.0,0.031001625582575798,0.05778505673305327,
704.0,0.026956435292959213,0.052106550346254346,
768.0,0.023187225684523582,0.047110711813448544,
832.0,0.015439304523169994,0.04268141627718551,
896.0,0.013044309802353382,0.03872746343143578,
960.0,0.019029716029763222,0.035176230945949113,
1024.0,0.022592827677726746,0.031969173163312825,
1152.0,0.02046968601644039,0.026405126491480482,
1280.0,0.026151271536946297,0.02174447272917266,
1408.0,0.014743183739483356,0.017783716132354528,
1536.0,0.011444015428423882,0.014376210846338326,
1664.0,0.004631258547306061,0.011413604475227823,
1792.0,-0.009259781800210476,0.008814104658591927,
1920.0,-0.008976930752396584,0.006514810788009702,
2048.0,-0.010466138832271099,0.004466557429267437,
2304.0,-0.0038203259464353323,0.0009749061869323006,
2560.0,0.012708544731140137,-0.0018909481177363761,
2816.0,0.011389734223484993,-0.00428540817503981,
3072.0,-0.021648669615387917,-0.0063159423963113324,
3328.0,-0.05271660536527634,-0.00805965885856329,
3584.0,-0.05888184905052185,-0.009573319231541848,
3840.0,-0.03116511180996895,-0.01089963444513728,
4096.0,-0.00973995216190815,-0.012071358953259694,
4608.0,-0.01646825298666954,-0.01404786152949446,
5120.0,0.014721712097525597,-0.0156507174432483,
5632.0,0.009424357675015926,-0.01697673029764504,
6144.0,0.03703633323311806,-0.018091922379773327,
6656.0,0.04730549827218056,-0.0190428683819688,
7168.0,0.016363468021154404,-0.019863364889118107,
7680.0,-0.013085035607218742,-0.020578531307722338,
8192.0,-0.03097110614180565, ,
9216.0,-0.044143419712781906, ,
10240.0,-0.08137232810258865, ,
11264.0,-0.0724295899271965, ,
12288.0,-0.02629947103559971, ,
13312.0,-0.016477162018418312, ,
14336.0,0.038152407854795456, ,
