version,3.0
numOfCh,1
type,point
parent_name,labthresh-0dot04_avgcorrs
ch_type,1_1
kcount,1
numberNandB,1
brightnessNandB,1
carpet pos,0
pc,0
Time (ms),CH1 Auto-Correlation
1.0,0.06974499672651291
2.0,0.0617385096848011
3.0,0.057072822004556656
4.0,0.051672641187906265
5.0,0.04800185188651085
6.0,0.0448128804564476
7.0,0.04161655157804489
8.0,0.0378950759768486
9.0,0.0358753427863121
10.0,0.03457260504364967
11.0,0.03304564580321312
12.0,0.03279593214392662
13.0,0.03215077146887779
14.0,0.030265849083662033
15.0,0.03015696443617344
16.0,0.029574071988463402
18.0,0.02934875898063183
20.0,0.028838500380516052
22.0,0.029350388795137405
24.0,0.02854870818555355
26.0,0.027425633743405342
28.0,0.025613799691200256
30.0,0.023446764796972275
32.0,0.022258451208472252
36.0,0.023301353472258295
40.0,0.021408767841649023
44.0,0.020132455040008306
48.0,0.019633724313886585
52.0,0.017809804431635712
56.0,0.0153034461994442
60.0,0.01413594851480108
64.0,0.011594310408933476
72.0,0.009117801428467775
80.0,0.005557520720364717
88.0,0.0019857288815033182
96.0,0.0007108486932017567
104.0,0.0020347632020917337
112.0,-0.0010993073845063062
120.0,-0.0050338646583441005
128.0,-0.006312782523309579
144.0,-0.014630644594338568
160.0,-0.020073410636541666
176.0,-0.023829108889913186
192.0,-0.0303502722090343
208.0,-0.02815367782265336
224.0,-0.02470252131752204
240.0,-0.02223420056786078
256.0,-0.01748448648595513
288.0,-0.02513617237370151
320.0,-0.017747514072753903
352.0,-0.006654743029179776
384.0,-0.001411147421499158
416.0,-0.0012980010501956309
448.0,-0.005923699160727362
480.0,-0.005660450336613899
512.0,-0.0053555690420681555
576.0,-0.009947026730515063
640.0,0.016836493004423875
704.0,0.012704833837536475
768.0,-0.0019135984281698863
832.0,-0.0022904482805946222
896.0,6.286484616187711e-05
960.0,-0.0037498094946689284
1024.0,-0.007576564870153864
1152.0,-0.015678048133850098
1280.0,0.009570008143782616
1408.0,0.0093708336353302
1536.0,-0.0008520943229086697
1664.0,0.0038888310082256794
1792.0,-0.01107871439307928
1920.0,-0.015887869521975517
2048.0,-0.00420914962887764
end
