Time (ms),2022-04-25_multipletau_dirty_0dot069-1dot0_0024_correlation-CH1_1,2022-04-25_multipletau_dirty_0dot069-1dot0_0024_correlation-CH1_1 fitted model: ,
1.0,1.708756923675537,1.7207106551609177,
2.0,1.5751150846481323,1.5872769188066298,
3.0,1.4677298069000244,1.4725711209742276,
4.0,1.369841456413269,1.372909004135534,
5.0,1.2866476774215698,1.285513221764011,
6.0,1.2141858339309692,1.2082504609821532,
7.0,1.1530518531799316,1.1394549920688966,
8.0,1.0909171104431152,1.0778072163852892,
9.0,1.0249719619750977,1.0222482006362106,
10.0,0.9724560379981995,0.9719183429773413,
11.0,0.9134324789047241,0.9261125788232158,
12.0,0.8648841977119446,0.8842471465967783,
13.0,0.8276536464691162,0.8458345764885857,
14.0,0.7899593710899353,0.8104646225521813,
15.0,0.7514098882675171,0.7777895532277664,
16.0,0.7262827754020691,0.747512680685518,
18.0,0.6967999339103699,0.6931696401944488,
20.0,0.6735301613807678,0.6457825760540099,
22.0,0.6470081210136414,0.6040962630950927,
24.0,0.6180662512779236,0.5671403523844861,
26.0,0.5956553220748901,0.5341528937634976,
28.0,0.5862405896186829,0.5045272402105783,
30.0,0.5727115273475647,0.47777439832053825,
32.0,0.5409663915634155,0.45349582496645924,
36.0,0.45349186658859253,0.4111047045201288,
40.0,0.3888925611972809,0.3753307735437165,
44.0,0.33675360679626465,0.34473680656523326,
48.0,0.308541476726532,0.3182736916091726,
52.0,0.27951309084892273,0.29515770597576446,
56.0,0.25382521748542786,0.27479158970817114,
60.0,0.22386737167835236,0.25671220495174796,
64.0,0.20635555684566498,0.24055488874074726,
72.0,0.19058038294315338,0.21289823823620146,
80.0,0.14306390285491943,0.1900909890620497,
88.0,0.10352718830108643,0.17096048644970138,
96.0,0.11561205238103867,0.15468395962286244,
104.0,0.14058484137058258,0.1406670866883338,
112.0,0.11350805312395096,0.128469852829145,
120.0,0.08127053081989288,0.11775952327796518,
128.0,0.05909617245197296,0.10827982671900918,
144.0,0.07061038166284561,0.09225135997306705,
160.0,0.02963409014046192,0.07921799886014633,
176.0,-0.04566948488354683,0.06841197140661176,
192.0,-0.05872682109475136,0.05930726445439673,
208.0,-0.05965452641248703,0.051531410516810844,
224.0,-0.04798860475420952,0.044813272392923625,
240.0,-0.03137514740228653,0.03895077875921926,
256.0,-0.0023644971661269665,0.03379024960857964,
288.0,-0.03734558820724487,0.025124701075113,
320.0,-0.03135937824845314,0.01813340344384584,
352.0,-0.042357999831438065,0.012373883982144972,
384.0,-0.0423186756670475,0.0075469629441356,
416.0,-0.02126881293952465,0.003443092028105811,
448.0,-4.038701081299223e-05,-8.887271220089227e-05,
480.0,0.004110317677259445,-0.003160693162980968,
512.0,-0.008752372115850449,-0.005856791449928171,
576.0,0.009077765978872776,-0.010367504606053471,
640.0,0.010207472369074821,-0.013991658757945884,
704.0,-0.04145866259932518,-0.016967239785543726,
768.0,-0.037801921367645264,-0.019454050175963557,
832.0,-0.06062987446784973,-0.021563378391606693,
896.0,-0.024683695286512375,-0.023375110463515335,
960.0,-0.1162024587392807,-0.02494807622679801,
1024.0,-0.029177675023674965,-0.02632655787862305,
1152.0,-0.03405752778053284,-0.028628471028295934,
1280.0,-0.015074638649821281,-0.030474012519476523,
1408.0,-0.01839327998459339,-0.031986660776770155,
1536.0,0.16353626549243927,-0.03324903401103026,
1664.0,0.03514741733670235,-0.034318500153106474,
1792.0,-0.06919213384389877,-0.03523613855183811,
1920.0,0.038668472319841385,-0.03603213787391971,
2048.0,-0.0074043055064976215,-0.03672918084960659,
2304.0,-0.10102412849664688,-0.03789204810965168,
2560.0,0.003864537924528122,-0.03882335947003086,
2816.0,-0.09046116471290588,-0.039586015257890246,
3072.0,0.023494277149438858,-0.04022202552508157,
3328.0,0.003570062341168523,-0.040760517701016345,
3584.0,0.020427722483873367,-0.04122232313271383,
3840.0,-0.06789440661668777,-0.04162273436783746,
4096.0,0.06814225763082504,-0.04197323128865221,
4608.0,0.0076952120289206505,-0.04255767735617549,
5120.0,-0.03052978776395321,-0.043025490476884976,
5632.0,0.02660793997347355,-0.0434084162257393,
6144.0,0.02413357049226761,-0.04372763765940743,
6656.0,0.04441862925887108,-0.04399783096860586,
7168.0,0.020711934193968773,-0.04422948571733511,
7680.0,-0.032714635133743286,-0.04443029834391185,
8192.0,0.03639605641365051, ,
9216.0,-0.039927419275045395, ,
10240.0,0.013759897090494633, ,
11264.0,-0.0023773270659148693, ,
12288.0,-0.018131282180547714, ,
13312.0,0.028412170708179474, ,
14336.0,0.012995067052543163, ,
