Time (ms),2022-04-25_multipletau_0cd20_0dot08-0dot01_2500_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2500_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot01_2512_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2512_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot01_2514_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2514_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot01_2515_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2515_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot01_2519_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2519_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot01_2531_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2531_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot01_2532_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2532_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot01_2533_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2533_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot01_2563_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2563_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot01_2571_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2571_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot01_2580_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2580_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot01_2582_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2582_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot01_2588_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot01_2588_correlation-CH1_1 fitted model: ,
11.0,0.12352488189935684, ,0.14510734379291534, ,0.4993896782398224, ,0.09831514954566956, ,0.15318594872951508, ,0.39396119117736816, ,0.19843126833438873, ,0.14360453188419342, ,0.26156094670295715, ,0.0407177098095417, ,0.09874340891838074, ,0.1360013633966446, ,0.24640345573425293, ,
12.0,0.1227937713265419, ,0.14421355724334717, ,0.49860113859176636, ,0.09786944836378098, ,0.1523347795009613, ,0.39344462752342224, ,0.1978292167186737, ,0.1430576741695404, ,0.2606041729450226, ,0.04046738147735596, ,0.09832506626844406, ,0.1352345198392868, ,0.2454875111579895, ,
13.0,0.12213148921728134, ,0.1432522088289261, ,0.49781593680381775, ,0.09741442650556564, ,0.15157313644886017, ,0.3929159939289093, ,0.19720691442489624, ,0.14256981015205383, ,0.25956419110298157, ,0.04021322354674339, ,0.09793542325496674, ,0.13445879518985748, ,0.2445482611656189, ,
14.0,0.12146581709384918, ,0.14234559237957, ,0.4970371723175049, ,0.0969567596912384, ,0.15084563195705414, ,0.3923950791358948, ,0.1965988725423813, ,0.1419985145330429, ,0.25852856040000916, ,0.039961881935596466, ,0.0975629910826683, ,0.1335543543100357, ,0.2436823546886444, ,
15.0,0.12076219916343689, ,0.14147301018238068, ,0.49609315395355225, ,0.09647214412689209, ,0.1501690298318863, ,0.3919264078140259, ,0.19596435129642487, ,0.14147205650806427, ,0.25747665762901306, ,0.03971484676003456, ,0.09719400852918625, ,0.1327773630619049, ,0.24279305338859558, ,
16.0,0.12007854878902435, ,0.140532985329628, ,0.49499720335006714, ,0.09602036327123642, ,0.14945369958877563, ,0.3913786709308624, ,0.1953386664390564, ,0.14105167984962463, ,0.2565070390701294, ,0.03948178514838219, ,0.09683997184038162, ,0.13200390338897705, ,0.24189376831054688, ,
18.0,0.11837675422430038, ,0.13853085041046143, ,0.4924597442150116, ,0.09514577686786652, ,0.14735561609268188, ,0.39023301005363464, ,0.19405436515808105, ,0.1395912766456604, ,0.2541622221469879, ,0.03900228813290596, ,0.09614105522632599, ,0.13001121580600739, ,0.24007248878479004, ,
20.0,0.1169641762971878, ,0.13666358590126038, ,0.4905785024166107, ,0.09431914985179901, ,0.14576281607151031, ,0.3890096843242645, ,0.19277700781822205, ,0.13884444534778595, ,0.2521842122077942, ,0.038536325097084045, ,0.09542865306138992, ,0.12861305475234985, ,0.23841166496276855, ,
22.0,0.11551821976900101, ,0.13480831682682037, ,0.48914676904678345, ,0.0935777872800827, ,0.14421938359737396, ,0.3878277540206909, ,0.19145467877388, ,0.13811516761779785, ,0.2501138150691986, ,0.03807435184717178, ,0.09468104690313339, ,0.12722982466220856, ,0.23693306744098663, ,
24.0,0.113960862159729, ,0.13303612172603607, ,0.48778969049453735, ,0.09288018941879272, ,0.14284144341945648, ,0.3867243826389313, ,0.1902233511209488, ,0.13740174472332, ,0.24810263514518738, ,0.037635304033756256, ,0.09393509477376938, ,0.12581291794776917, ,0.23557449877262115, ,
26.0,0.11227485537528992, ,0.13151058554649353, ,0.48640793561935425, ,0.09225504845380783, ,0.14169767498970032, ,0.3857958912849426, ,0.18894276022911072, ,0.13672161102294922, ,0.24614793062210083, ,0.037188660353422165, ,0.09302449226379395, ,0.1243409588932991, ,0.234226793050766, ,
28.0,0.11049700528383255, ,0.13019128143787384, ,0.4849283993244171, ,0.09165602177381516, ,0.14026635885238647, ,0.38481369614601135, ,0.18759220838546753, ,0.13611507415771484, ,0.24436669051647186, ,0.03674881160259247, ,0.09201859682798386, ,0.12284837663173676, ,0.23285837471485138, ,
30.0,0.10883945226669312, ,0.12886101007461548, ,0.48307985067367554, ,0.09101344645023346, ,0.13910241425037384, ,0.3837246298789978, ,0.1862202137708664, ,0.13552021980285645, ,0.24259164929389954, ,0.03630524128675461, ,0.09101855754852295, ,0.12140467762947083, ,0.23155783116817474, ,
32.0,0.10725447535514832, ,0.1275659203529358, ,0.48106881976127625, ,0.0903589054942131, ,0.13808386027812958, ,0.3826124370098114, ,0.18486882746219635, ,0.13482774794101715, ,0.2408645898103714, ,0.03587199002504349, ,0.09003667533397675, ,0.1201649084687233, ,0.23018810153007507, ,
36.0,0.10402742773294449, ,0.12538300454616547, ,0.4775388836860657, ,0.0890367403626442, ,0.13595561683177948, ,0.3801998794078827, ,0.18202529847621918, ,0.1334083080291748, ,0.23773851990699768, ,0.03501354530453682, ,0.08825518935918808, ,0.11721179634332657, ,0.22716300189495087, ,
40.0,0.10084428638219833, ,0.12338881194591522, ,0.47502052783966064, ,0.0876493975520134, ,0.1340235471725464, ,0.3777291178703308, ,0.17954064905643463, ,0.13193213939666748, ,0.23456040024757385, ,0.03421947360038757, ,0.08657233417034149, ,0.11528508365154266, ,0.22408895194530487, ,
44.0,0.09777168184518814, ,0.1215583086013794, ,0.4719007909297943, ,0.08620157837867737, ,0.1319551318883896, ,0.375498503446579, ,0.17715202271938324, ,0.13027328252792358, ,0.23101849853992462, ,0.03347459435462952, ,0.08477451652288437, ,0.11368194967508316, ,0.22086593508720398, ,
48.0,0.09470833092927933, ,0.11990759521722794, ,0.4685899019241333, ,0.08469396084547043, ,0.13038595020771027, ,0.3735112249851227, ,0.17478662729263306, ,0.12831032276153564, ,0.2274037003517151, ,0.03273685276508331, ,0.08291653543710709, ,0.1122422069311142, ,0.21793344616889954, ,
52.0,0.09166853874921799, ,0.11876722425222397, ,0.4648372232913971, ,0.08317912369966507, ,0.1294349879026413, ,0.3717834949493408, ,0.17261779308319092, ,0.1261744201183319, ,0.22388465702533722, ,0.03198092803359032, ,0.08108462393283844, ,0.11087054759263992, ,0.2157578319311142, ,
56.0,0.08910150080919266, ,0.11787372082471848, ,0.461276113986969, ,0.08172404021024704, ,0.1285771131515503, ,0.37015095353126526, ,0.17079578340053558, ,0.12404920160770416, ,0.22063778340816498, ,0.031227530911564827, ,0.07930729538202286, ,0.10981330275535583, ,0.2137887328863144, ,
60.0,0.0865534171462059, ,0.11703214049339294, ,0.4574906826019287, ,0.08025989681482315, ,0.12768059968948364, ,0.3682411015033722, ,0.16896307468414307, ,0.1218605563044548, ,0.21795637905597687, ,0.030506061390042305, ,0.07764139026403427, ,0.10892586410045624, ,0.2120944708585739, ,
64.0,0.08371087908744812, ,0.11657890677452087, ,0.45399394631385803, ,0.07873670756816864, ,0.12689389288425446, ,0.3662148118019104, ,0.167110875248909, ,0.11983975768089294, ,0.21569007635116577, ,0.029790259897708893, ,0.07603003829717636, ,0.10824055969715118, ,0.21099893748760223, ,
72.0,0.076496422290802, ,0.11587803065776825, ,0.4471256732940674, ,0.07606485486030579, ,0.12433237582445145, ,0.360378623008728, ,0.1633756160736084, ,0.11496049165725708, ,0.21293266117572784, ,0.028400512412190437, ,0.07283120602369308, ,0.10658576339483261, ,0.20852002501487732, ,
80.0,0.07124603539705276, ,0.11424412578344345, ,0.4400586485862732, ,0.07342938333749771, ,0.12229984253644943, ,0.35581421852111816, ,0.15987779200077057, ,0.11167480796575546, ,0.21092480421066284, ,0.026965787634253502, ,0.0696815550327301, ,0.10457000136375427, ,0.20492880046367645, ,
88.0,0.06586442142724991, ,0.11194874346256256, ,0.43372735381126404, ,0.07091272622346878, ,0.12038561701774597, ,0.3511800467967987, ,0.15656790137290955, ,0.10833806544542313, ,0.20865939557552338, ,0.02559693343937397, ,0.06646476686000824, ,0.10206422954797745, ,0.20110389590263367, ,
96.0,0.06055513024330139, ,0.10940051823854446, ,0.4286250174045563, ,0.06883233785629272, ,0.11821366846561432, ,0.3467532992362976, ,0.15343761444091797, ,0.10460378229618073, ,0.20691998302936554, ,0.024246972054243088, ,0.06332617998123169, ,0.09893475472927094, ,0.1978577971458435, ,
104.0,0.05508408695459366, ,0.10716939717531204, ,0.4247608780860901, ,0.06673412770032883, ,0.11621229350566864, ,0.342677503824234, ,0.15069368481636047, ,0.10114873945713043, ,0.2059790939092636, ,0.022909114137291908, ,0.060386594384908676, ,0.09615069627761841, ,0.19308924674987793, ,
112.0,0.050077542662620544, ,0.10506170243024826, ,0.42115163803100586, ,0.06445026397705078, ,0.11496051400899887, ,0.3388310968875885, ,0.1476689577102661, ,0.09841656684875488, ,0.20595990121364594, ,0.021794525906443596, ,0.057439856231212616, ,0.0937328115105629, ,0.1880345642566681, ,
120.0,0.046177420765161514, ,0.10282972455024719, ,0.4167008399963379, ,0.06205714866518974, ,0.11314786970615387, ,0.33534306287765503, ,0.1448148936033249, ,0.09569966793060303, ,0.20619578659534454, ,0.020772039890289307, ,0.054533105343580246, ,0.09176548570394516, ,0.18429894745349884, ,
128.0,0.04378972947597504, ,0.10051947087049484, ,0.41181090474128723, ,0.05961501598358154, ,0.11010299623012543, ,0.3316304683685303, ,0.14288821816444397, ,0.09250008314847946, ,0.20541630685329437, ,0.019883964210748672, ,0.05196031183004379, ,0.09069916605949402, ,0.1823330521583557, ,
144.0,0.04030318930745125, ,0.09791193157434464, ,0.40321284532546997, ,0.05479996278882027, ,0.10392598807811737, ,0.32449841499328613, ,0.14152711629867554, ,0.08728600293397903, ,0.20269560813903809, ,0.01848205365240574, ,0.046083882451057434, ,0.09029696881771088, ,0.17867954075336456, ,
160.0,0.03807968273758888, ,0.09727032482624054, ,0.39860910177230835, ,0.049731627106666565, ,0.1002064198255539, ,0.3189888894557953, ,0.14288072288036346, ,0.0835442990064621, ,0.20144879817962646, ,0.017110366374254227, ,0.04067187383770943, ,0.08707194030284882, ,0.17550641298294067, ,
176.0,0.03728196769952774, ,0.09457851946353912, ,0.38966917991638184, ,0.046053871512413025, ,0.0969020277261734, ,0.31449827551841736, ,0.14500117301940918, ,0.08028742671012878, ,0.200117290019989, ,0.015408890321850777, ,0.03687532618641853, ,0.08025030046701431, ,0.17265088856220245, ,
192.0,0.03752101957798004, ,0.09177242964506149, ,0.37999460101127625, ,0.0433964729309082, ,0.09131183475255966, ,0.3099917471408844, ,0.1471560299396515, ,0.07886406034231186, ,0.2005440890789032, ,0.013705533929169178, ,0.03429139405488968, ,0.0761696994304657, ,0.16947704553604126, ,
208.0,0.03883872553706169, ,0.08787281811237335, ,0.36955025792121887, ,0.04176165908575058, ,0.08595024049282074, ,0.3033527135848999, ,0.14975605905056, ,0.0785604864358902, ,0.19979599118232727, ,0.012609724886715412, ,0.03246425464749336, ,0.07673206180334091, ,0.16634003818035126, ,
224.0,0.0407666452229023, ,0.08494862914085388, ,0.359159916639328, ,0.040542591363191605, ,0.08157539367675781, ,0.2952428460121155, ,0.1511337012052536, ,0.0781901553273201, ,0.1990348845720291, ,0.011816395446658134, ,0.031106041744351387, ,0.07780876755714417, ,0.1641583889722824, ,
240.0,0.042302846908569336, ,0.0812322348356247, ,0.34931740164756775, ,0.03987717255949974, ,0.07681851834058762, ,0.28671014308929443, ,0.15068195760250092, ,0.07924603670835495, ,0.19922207295894623, ,0.011105064302682877, ,0.030391935259103775, ,0.07534380257129669, ,0.16329564154148102, ,
256.0,0.04335285350680351, ,0.07657909393310547, ,0.3364320993423462, ,0.03892446681857109, ,0.06924546509981155, ,0.2785800099372864, ,0.14853334426879883, ,0.0797208622097969, ,0.1986447423696518, ,0.010616816580295563, ,0.02957480400800705, ,0.07029290497303009, ,0.16174884140491486, ,
288.0,0.04441807046532631, ,0.06915842741727829, ,0.3191133737564087, ,0.03763025626540184, ,0.059523940086364746, ,0.2587449252605438, ,0.14433208107948303, ,0.07890694588422775, ,0.1965448260307312, ,0.011088835075497627, ,0.02496270462870598, ,0.057796020060777664, ,0.16057626903057098, ,
320.0,0.041657593101263046, ,0.06101807579398155, ,0.30120334029197693, ,0.03648451343178749, ,0.05274393409490585, ,0.23457378149032593, ,0.138091042637825, ,0.07854808866977692, ,0.19245010614395142, ,0.011552924290299416, ,0.020044341683387756, ,0.04715435206890106, ,0.1536448448896408, ,
352.0,0.03728418052196503, ,0.05334730073809624, ,0.28410184383392334, ,0.03388386592268944, ,0.04141076281666756, ,0.20886020362377167, ,0.1277589052915573, ,0.07674090564250946, ,0.18253445625305176, ,0.011249080300331116, ,0.016572363674640656, ,0.04335631802678108, ,0.1410130113363266, ,
384.0,0.03047771379351616, ,0.05083167925477028, ,0.2692979872226715, ,0.02966878190636635, ,0.029252106323838234, ,0.18210479617118835, ,0.11739068478345871, ,0.07437149435281754, ,0.17304055392742157, ,0.010817097499966621, ,0.011900023557245731, ,0.04143253713846207, ,0.12931261956691742, ,
416.0,0.024441953748464584, ,0.0492912232875824, ,0.2565727233886719, ,0.025448929518461227, ,0.020221756771206856, ,0.1576400101184845, ,0.10329293459653854, ,0.07149000465869904, ,0.16952326893806458, ,0.01013539545238018, ,0.007819163613021374, ,0.03087773360311985, ,0.11700386554002762, ,
448.0,0.015133693814277649, ,0.04675044119358063, ,0.2426586002111435, ,0.021822433918714523, ,0.010618502274155617, ,0.13615143299102783, ,0.0937936082482338, ,0.06749038398265839, ,0.16943922638893127, ,0.009626242332160473, ,0.004587739240378141, ,0.024019954726099968, ,0.10169786214828491, ,
480.0,0.0068826754577457905, ,0.0458119660615921, ,0.22484487295150757, ,0.017605818808078766, ,0.004462782293558121, ,0.11608743667602539, ,0.08684013783931732, ,0.06370517611503601, ,0.1735760122537613, ,0.008506646379828453, ,0.002077208599075675, ,0.01809031143784523, ,0.0861213356256485, ,
512.0,0.002077851677313447, ,0.04079526662826538, ,0.20303629338741302, ,0.0140077481046319, ,-0.0007367604412138462, ,0.10172533988952637, ,0.08723531663417816, ,0.05798453465104103, ,0.17260266840457916, ,0.007524089887738228, ,0.00023966640583239496, ,0.016211090609431267, ,0.07543706148862839, ,
576.0,-0.006826787255704403, ,0.03297330066561699, ,0.15223422646522522, ,0.01098233088850975, ,-0.005477536004036665, ,0.0775909423828125, ,0.0851496011018753, ,0.03471554443240166, ,0.1656653881072998, ,0.006580125540494919, ,-0.0021492845844477415, ,0.010120570659637451, ,0.06089267507195473, ,
640.0,0.00016712016076780856, ,0.028593115508556366, ,0.10937751084566116, ,0.010076002217829227, ,-0.003172590397298336, ,0.04643046110868454, ,0.06969688832759857, ,0.02566554583609104, ,0.1714039295911789, ,0.006690895184874535, ,-0.002811635844409466, ,0.001075180945917964, ,0.0524483360350132, ,
704.0,0.0004147077561356127, ,0.029739070683717728, ,0.07246874272823334, ,0.011953662149608135, ,-0.0033425723668187857, ,0.020477956160902977, ,0.048221491277217865, ,0.020973414182662964, ,0.1634078323841095, ,0.007966176606714725, ,-0.0016220862744376063, ,-0.008361626416444778, ,0.03319794312119484, ,
768.0,-0.006072246469557285, ,0.02300107292830944, ,0.014006426557898521, ,0.015367976389825344, ,-0.0025623179972171783, ,0.01404630858451128, ,0.035690464079380035, ,0.021351156756281853, ,0.15553995966911316, ,0.011357434093952179, ,-0.0006159353069961071, ,-0.006980343256145716, ,0.020626062527298927, ,
832.0,-0.015083354897797108, ,0.021997448056936264, ,-0.028202129527926445, ,0.020124396309256554, ,-0.00025060857296921313, ,0.008873982354998589, ,0.029446033760905266, ,0.01924106478691101, ,0.14415180683135986, ,0.013985736295580864, ,0.0012092480901628733, ,-0.00320645933970809, ,0.013332072645425797, ,
896.0,-0.01025752630084753,0.13027047197383287,0.024631746113300323,0.14686104749299037,-0.031356289982795715,0.477795182947483,0.022255070507526398,0.10736881311045349,-0.0006830980419181287,0.1607974748863275,0.004395401105284691,0.2908973656738898,0.025547374039888382,0.1995494467076951,0.011173052713274956,0.13300558388446967,0.1404140591621399,0.21409880263347772,0.013580682687461376,0.045796285565308376,0.0005247636581771076,0.10789649617389126,-0.002971731824800372,0.1260855497085348,0.0040959520265460014,0.25274582090152437,
960.0,-0.014278202317655087,0.12911042733277556,0.026065999642014503,0.1463472254051625,-0.03138747066259384,0.477184872659987,0.025752205401659012,0.10649771729095478,-0.0017254379345104098,0.16000181309518122,0.0009932289831340313,0.29066001537478836,0.020211301743984222,0.19917472179643037,0.006529074162244797,0.13268097327910744,0.12743940949440002,0.21384974671555468,0.011447230353951454,0.045705562980621166,-0.0063275862485170364,0.1071293718976958,-0.009280361235141754,0.12548374317874256,-0.0038747023791074753,0.25187540569167083,
1024.0,-0.005902397446334362,0.12797048946247766,0.02647547610104084,0.14583599019151616,-0.031660180538892746,0.4765756253548139,0.02602098509669304,0.10564548330207557,-0.0013624760322272778,0.15921427048234985,-0.0033646184019744396,0.2904232298572951,0.013330161571502686,0.19880089679571983,0.002546532778069377,0.1323581567034371,0.11280818283557892,0.21360137539427337,0.009352417662739754,0.045615299560021826,-0.014066103845834732,0.10637214907132345,-0.011970605701208115,0.12488835632998006,-0.003786634188145399,0.2510179748686761,
1152.0,0.006389265414327383,0.1268501235493053,0.035186924040317535,0.14532732095495784,-0.04282917454838753,0.47596743675188946,0.02377110719680786,0.10481147692700096,-0.0032748973462730646,0.15843472339677023,-0.010985523462295532,0.2901870068630932,0.004119726829230785,0.19842796845017296,-0.0012249044375494123,0.13203711923941785,0.07455962896347046,0.21335368584955966,0.008578334003686905,0.04552549031581003,-0.01577662117779255,0.10562463533364214,-0.014329646714031696,0.12429928659281983,0.0005800373037345707,0.2501730492252217,
1280.0,0.006399926263839006,0.125748813698029,0.024161383509635925,0.14482119702988241,-0.05183745548129082,0.47536030260147744,0.017942575737833977,0.10399509212580746,0.0023449603468179703,0.1576630506855904,-0.020342042669653893,0.2899513441464808,0.0016981061780825257,0.19805593352016054,0.0009693232132121921,0.13171784613443965,0.05458405613899231,0.21310667527680985,0.004695730283856392,0.04543613034440754,-0.009926165454089642,0.10488664328492374,-0.018610864877700806,0.12371643357349607,-0.002471582032740116,0.24934017457777446,
1408.0,0.022097818553447723,0.12466606210161885,0.012812886387109756,0.1443175979789361,-0.05198799446225166,0.47475421868388146,0.004217702895402908,0.10319574948770824,0.01109215710312128,0.15689913363139524,-0.028248697519302368,0.2897162394742812,-0.007153359241783619,0.19768478878171952,-0.0023271741811186075,0.13140032279903274,0.04276108741760254,0.2128603408867848,0.00100569031201303,0.04534721482450738,-0.00910150445997715,0.10415799032783836,-0.020320983603596687,0.12313969899650704,0.0021465087775141,0.24851892014248067,
1536.0,0.029973136261105537,0.12360138825438863,0.01420445367693901,0.14381650358983378,-0.06259416043758392,0.4741491808091529,-0.005139064509421587,0.10241289478421212,0.01372660044580698,0.1561428558913149,-0.02975228987634182,0.2894816906257539,-0.010695777833461761,0.19731453102645735,-0.004948385991156101,0.13108453480461574,0.03267909958958626,0.21261467990550464,0.0015570330433547497,0.045258739015272206,-0.02317400649189949,0.10343849851452502,-0.021545762196183205,0.12256898664902552,0.001992852659896016,0.24770887703601846,
1664.0,0.01734563708305359,0.12255432820587062,0.015841489657759666,0.14331789387222954,-0.06532599776983261,0.47354518481679775,-0.0031644331756979227,0.1016459976156022,0.01494167186319828,0.1553941034379518,-0.025800392031669617,0.28924769539250667,-0.022994518280029297,0.19694515706145854,-0.007767201401293278,0.1307704678812804,0.023560240864753723,0.21236968957414465,0.000588223512750119,0.04517069825458031,-0.02631153166294098,0.1027279943994702,-0.01058815699070692,0.12200420232705037,0.006578210275620222,0.24690965689033323,
1792.0,0.015679016709327698,0.12152443385298231,0.005678306333720684,0.14282174905463982,-0.07139670848846436,0.47294222657549134,-0.0034458001609891653,0.10089455014378687,0.010103915818035603,0.15465276450206167,-0.020347818732261658,0.28901425157840843,-0.030696719884872437,0.19657666370918997,-0.012823083437979221,0.13045810791561313,-0.0012208609841763973,0.21212536714893207,-0.0022691935300827026,0.045083087957318135,-0.024176226928830147,0.10202630889793803,-0.0030661572236567736,0.12144525378323685,0.01071989256888628,0.24612089057128894,
