Time (ms),2022-04-25_multipletau_0cd20_0dot08-0dot1_1999_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot1_1999_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot1_1990_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot1_1990_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot1_1982_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot1_1982_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot1_1948_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot1_1948_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot1_1930_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot1_1930_correlation-CH1_1 fitted model: ,2022-04-25_multipletau_0cd20_0dot08-0dot1_1900_correlation-CH1_1,2022-04-25_multipletau_0cd20_0dot08-0dot1_1900_correlation-CH1_1 fitted model: ,
1.0,0.09435037523508072, ,0.1098591536283493, ,0.442401647567749, ,0.1075817197561264, ,0.15154841542243958, ,0.06457120925188065, ,
2.0,0.09317100793123245, ,0.10892250388860703, ,0.43376240134239197, ,0.10675057023763657, ,0.14771707355976105, ,0.06397588551044464, ,
3.0,0.09199025481939316, ,0.1080462709069252, ,0.42498594522476196, ,0.10589911043643951, ,0.14412078261375427, ,0.06340377777814865, ,
4.0,0.09103500843048096, ,0.1072053462266922, ,0.41762855648994446, ,0.10507660359144211, ,0.1412307769060135, ,0.0628320723772049, ,
5.0,0.08994022011756897, ,0.1064085066318512, ,0.4107401371002197, ,0.10435178875923157, ,0.13837692141532898, ,0.06228560581803322, ,
6.0,0.0890086218714714, ,0.10568644106388092, ,0.40437576174736023, ,0.10365831851959229, ,0.1355573832988739, ,0.06173916906118393, ,
7.0,0.08812843263149261, ,0.10496828705072403, ,0.39821431040763855, ,0.10304192453622818, ,0.1325141042470932, ,0.06122612953186035, ,
8.0,0.08726795762777328, ,0.10430510342121124, ,0.390714168548584, ,0.10243026167154312, ,0.1295229196548462, ,0.06073608621954918, ,
9.0,0.0864458978176117, ,0.10373589396476746, ,0.3848192095756531, ,0.10186854749917984, ,0.1264987587928772, ,0.060247406363487244, ,
10.0,0.0856482982635498, ,0.10318171977996826, ,0.3791041374206543, ,0.10135224461555481, ,0.12413624674081802, ,0.05975181981921196, ,
